SlNo.,merchant_name,direction,lane,tag_id,vehicle_regn_number,txn_amount,initiated_time,inn_rr_time_sec,vehicle_class_code,vehicle_comvehicle,geocode,merchant_sub_type,city,state
50643,Link Road (L1) Toll,S,L1X5,ASXXZ,RAXYQ,100,00-01-1900 17:11,4059,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
50644,Link Road (L1) Toll,S,L1X3,KEYRJ,OJVGZ,100,00-01-1900 16:27,5084,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
50645,Link Road (L1) Toll,S,L1X4,JJKDQ,RYBZZ,215,00-01-1900 11:10,156396,VC5,T,"12.936583,77.531500",State,Bengaluru,Karnataka
50646,Link Road (L1) Toll,S,L1X3,PZNBQ,VISTX,150,00-01-1900 15:17,8218,VC5,T,"12.936583,77.531500",State,Bengaluru,Karnataka
50647,Link Road (L1) Toll,S,L1X3,ZYNVR,IFRWK,205,00-01-1900 09:55,137361,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
50648,Link Road (L1) Toll,S,L1X4,WDBAF,KUXQB,285,00-01-1900 07:36,89,VC11,T,"12.936583,77.531500",State,Bengaluru,Karnataka
50649,Link Road (L1) Toll,S,L1X3,TEVMA,UFVTN,210,00-01-1900 08:34,177,VC4,T,"12.936583,77.531500",State,Bengaluru,Karnataka
50650,Link Road (L1) Toll,S,L1X5,MXNAA,UVOYJ,100,00-01-1900 18:31,3409,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57548,Link Road (L1) Toll,S,L1X3,SGEMZ,VIAPR,375,00-01-1900 10:04,153650,VC11,T,"12.936583,77.531500",State,Bengaluru,Karnataka
57549,Link Road (L1) Toll,S,L1X5,FHTCV,WFYBK,210,00-01-1900 15:07,8647,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57550,Link Road (L1) Toll,S,L1X3,DLFHN,QMZIJ,215,00-01-1900 15:18,8623,VC20,T,"12.936583,77.531500",State,Bengaluru,Karnataka
57551,Link Road (L1) Toll,S,L1X5,RIRAH,KYIIJ,100,00-01-1900 15:25,8208,VC4,T,"12.936583,77.531500",State,Bengaluru,Karnataka
57552,Link Road (L1) Toll,S,L1X3,FXTQM,TJAZX,150,00-01-1900 21:24,4384,VC5,T,"12.936583,77.531500",State,Bengaluru,Karnataka
57553,Link Road (L1) Toll,S,L1X5,YXMVC,MKTSI,100,00-01-1900 14:38,9789,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57554,Link Road (L1) Toll,S,L1X3,KYXCW,BPJNK,150,00-01-1900 09:56,65403,VC20,T,"12.936583,77.531500",State,Bengaluru,Karnataka
57555,Link Road (L1) Toll,S,L1X2,PZGXL,VCPOX,150,00-01-1900 09:46,139911,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57556,Link Road (L1) Toll,S,L1X5,BEXSV,HDNWM,150,00-01-1900 18:21,3201,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57557,Link Road (L1) Toll,S,L1X4,RANMI,VZPIT,570,00-01-1900 09:52,79924,VC12,T,"12.936583,77.531500",State,Bengaluru,Karnataka
57558,Link Road (L1) Toll,S,L1X3,SEJLK,GMVLM,379,00-01-1900 15:24,8236,VC10,T,"12.936583,77.531500",State,Bengaluru,Karnataka
57559,Link Road (L1) Toll,S,L1X5,CUVKW,SPGSH,105,00-01-1900 13:43,171444,VC5,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57560,Link Road (L1) Toll,S,L1X3,WSBVG,BMWRT,210,00-01-1900 19:45,3874,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57561,Link Road (L1) Toll,S,L1X4,QSJUC,QEZVA,150,00-01-1900 18:57,3525,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57562,Link Road (L1) Toll,S,L1X4,XYAQV,NUJOF,70,00-01-1900 21:05,114902,VC4,T,"12.936583,77.531500",State,Bengaluru,Karnataka
57563,Link Road (L1) Toll,S,L1X4,HFKJP,QVPLY,215,00-01-1900 15:25,8260,VC5,T,"12.936583,77.531500",State,Bengaluru,Karnataka
57564,Link Road (L1) Toll,S,L1X3,HPOYS,WCXGY,105,00-01-1900 20:15,94324,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57565,Link Road (L1) Toll,S,L1X4,DHGQN,NTIKV,70,00-01-1900 20:41,130149,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57680,Link Road (L1) Toll,S,L1X4,CCHIJ,XXWRZ,210,00-01-1900 10:42,100,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57681,Link Road (L1) Toll,S,L1X4,HJSDP,DFWOT,150,00-01-1900 17:19,3875,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57682,Link Road (L1) Toll,S,L1X4,TUJER,SOWXK,215,00-01-1900 06:08,153,VC5,T,"12.936583,77.531500",State,Bengaluru,Karnataka
57683,Link Road (L1) Toll,S,L1X4,UWTWM,EENKW,70,00-01-1900 10:16,575,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57684,Link Road (L1) Toll,S,L1X3,GOWEW,NSSVN,70,00-01-1900 18:51,3404,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57685,Link Road (L1) Toll,S,L1X3,IGWRH,TQKHI,70,00-01-1900 20:25,93663,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57686,Link Road (L1) Toll,S,L1X4,VIEMT,XZKPU,150,00-01-1900 20:11,3792,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57687,Link Road (L1) Toll,S,L1X3,XFBLW,MRTEC,150,00-01-1900 09:15,136259,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57688,Link Road (L1) Toll,S,L1X3,KXKBU,CVXQL,210,00-01-1900 22:24,1334,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
57689,Link Road (L1) Toll,S,L1X4,ONMLJ,UQACT,215,00-01-1900 04:11,113,VC5,T,"12.936583,77.531500",State,Bengaluru,Karnataka
57690,Link Road (L1) Toll,S,L1X3,JLZIO,FXZNP,190,00-01-1900 09:46,145705,VC10,T,"12.936583,77.531500",State,Bengaluru,Karnataka
57691,Link Road (L1) Toll,S,L1X3,EQVDB,LOJWM,150,00-01-1900 10:30,195,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
67861,Link Road (L1) Toll,S,L1X3,SWWED,EWTSJ,210,00-01-1900 21:41,4204,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
67862,Link Road (L1) Toll,S,L1X4,TCXVN,LCTUC,70,00-01-1900 07:53,134,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
67863,Link Road (L1) Toll,S,L1X5,QRICV,TSICH,570,00-01-1900 16:29,5123,VC14,T,"12.936583,77.531500",State,Bengaluru,Karnataka
67864,Link Road (L1) Toll,S,L1X1,IXEIZ,UDJBP,210,00-01-1900 09:37,148370,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
67865,Link Road (L1) Toll,S,L1X2,BHDRC,XEDYW,70,00-01-1900 09:40,205571,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
67866,Link Road (L1) Toll,S,L1X3,WGIME,JEJKT,210,00-01-1900 00:12,93,VC20,T,"12.936583,77.531500",State,Bengaluru,Karnataka
67867,Link Road (L1) Toll,S,L1X5,KKOLU,SBBLH,210,00-01-1900 21:18,4381,VC20,T,"12.936583,77.531500",State,Bengaluru,Karnataka
67868,Link Road (L1) Toll,S,L1X2,RYGSQ,FYFQO,100,00-01-1900 19:59,3818,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
67869,Link Road (L1) Toll,S,L1X3,JPGVZ,OEUID,379,00-01-1900 05:28,184,VC10,T,"12.936583,77.531500",State,Bengaluru,Karnataka
67870,Link Road (L1) Toll,S,L1X3,FURCX,HIHBI,210,00-01-1900 22:10,2859,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
67871,Link Road (L1) Toll,S,L1X3,IPOHE,IULCR,150,00-01-1900 18:17,3250,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
67872,Link Road (L1) Toll,S,L1X5,NQCHM,NRFQT,215,00-01-1900 13:48,162047,VC13,T,"12.936583,77.531500",State,Bengaluru,Karnataka
67873,Link Road (L1) Toll,S,L1X3,YHCRN,RUEFN,150,00-01-1900 07:32,130,VC4,T,"12.936583,77.531500",State,Bengaluru,Karnataka
67874,Link Road (L1) Toll,S,L1X4,GBMLO,WJQXX,165,00-01-1900 14:29,10552,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
67875,Link Road (L1) Toll,S,L1X4,ZBIQU,CJADT,100,00-01-1900 18:57,3512,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
67876,Link Road (L1) Toll,S,L1X3,XENBZ,RWVHW,105,00-01-1900 20:35,118738,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
69222,Link Road (L1) Toll,S,L1X4,IBQJY,PRIPG,210,00-01-1900 21:41,4217,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70492,Link Road (L1) Toll,S,L1X4,GUNBE,NPHHJ,70,00-01-1900 20:13,3825,VC20,T,"12.936583,77.531500",State,Bengaluru,Karnataka
70493,Link Road (L1) Toll,S,L1X4,SAFHU,KEPBS,250,00-01-1900 20:29,4155,VC20,T,"12.936583,77.531500",State,Bengaluru,Karnataka
70494,Link Road (L1) Toll,S,L1X3,OFXGX,MAZXS,210,00-01-1900 14:33,10334,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70495,Link Road (L1) Toll,S,L1X5,TUDDE,QMAHA,70,00-01-1900 13:43,174213,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70496,Link Road (L1) Toll,S,L1X3,HTUCS,HFRWR,285,00-01-1900 22:44,405,VC11,T,"12.936583,77.531500",State,Bengaluru,Karnataka
70497,Link Road (L1) Toll,S,L1X4,XZHHA,CHTVJ,210,00-01-1900 07:53,115,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70498,Link Road (L1) Toll,S,L1X3,HHFVG,HEVIO,105,00-01-1900 09:54,148564,VC5,T,"12.936583,77.531500",State,Bengaluru,Karnataka
70499,Link Road (L1) Toll,S,L1X4,TVCWA,FEEXS,100,00-01-1900 10:38,135515,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70500,Link Road (L1) Toll,S,L1X2,JIZBB,UDSPJ,150,00-01-1900 09:58,55549,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70501,Link Road (L1) Toll,S,L1X5,UKXUH,DNVOQ,100,00-01-1900 10:36,151,VC4,T,"12.936583,77.531500",State,Bengaluru,Karnataka
70502,Link Road (L1) Toll,S,L1X1,CWHZH,AZZXR,60,00-01-1900 13:45,72584,VC4,T,"12.936583,77.531500",State,Bengaluru,Karnataka
70503,Link Road (L1) Toll,S,L1X4,OPHWN,GBKAP,215,00-01-1900 22:24,1611,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70504,Link Road (L1) Toll,S,L1X5,HJKLQ,OSQOG,210,00-01-1900 18:39,3318,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70505,Link Road (L1) Toll,S,L1X5,ODGCI,ZKJZV,105,00-01-1900 20:39,4431,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70506,Link Road (L1) Toll,S,L1X3,ZDWQS,DRCZU,190,00-01-1900 21:50,3822,VC11,T,"12.936583,77.531500",State,Bengaluru,Karnataka
70507,Link Road (L1) Toll,S,L1X4,PSCWV,WMCWC,210,00-01-1900 15:39,7376,VC20,T,"12.936583,77.531500",State,Bengaluru,Karnataka
70847,Link Road (L1) Toll,S,L1X3,BXFUB,NERVI,215,00-01-1900 20:39,4352,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70848,Link Road (L1) Toll,S,L1X5,GTAXT,ZYECD,105,00-01-1900 17:15,3931,VC4,T,"12.936583,77.531500",State,Bengaluru,Karnataka
70849,Link Road (L1) Toll,S,L1X3,YXUTI,JRRNB,1650,00-01-1900 09:43,94629,VC12,T,"12.936583,77.531500",State,Bengaluru,Karnataka
70850,Link Road (L1) Toll,S,L1X5,JTOSF,ARRBK,100,00-01-1900 20:53,4474,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70851,Link Road (L1) Toll,S,L1X4,DBWTF,OGBAY,70,00-01-1900 13:48,159758,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70852,Link Road (L1) Toll,S,L1X5,QZMRG,LJWZX,215,00-01-1900 19:09,3469,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70853,Link Road (L1) Toll,S,L1X3,HSOSU,PUUBL,150,00-01-1900 20:03,3816,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70854,Link Road (L1) Toll,S,L1X4,NYTHX,YDRSM,379,00-01-1900 18:33,3247,VC10,T,"12.936583,77.531500",State,Bengaluru,Karnataka
70855,Link Road (L1) Toll,S,L1X3,ZEIEX,LSPTB,70,00-01-1900 09:47,123385,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70856,Link Road (L1) Toll,S,L1X4,RZLCQ,NYABG,105,00-01-1900 18:21,3190,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70857,Link Road (L1) Toll,S,L1X3,MVCGA,RLZSL,105,00-01-1900 20:10,82260,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
70858,Link Road (L1) Toll,S,L1X3,BUSIS,OGTJR,105,00-01-1900 09:18,140673,VC20,T,"12.936583,77.531500",State,Bengaluru,Karnataka
70859,Link Road (L1) Toll,S,L1X5,RMCVS,WODTC,70,00-01-1900 14:58,69571,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
75116,Link Road (L1) Toll,S,L1X4,WHFLY,YQVRV,150,00-01-1900 17:27,3661,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
75117,Link Road (L1) Toll,S,L1X3,VIQEW,EBQWE,70,00-01-1900 10:10,660,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
75118,Link Road (L1) Toll,S,L1X4,PEOBE,ZBXYK,210,00-01-1900 02:24,89,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
75119,Link Road (L1) Toll,S,L1X5,SWOZH,CVNKS,100,00-01-1900 16:25,5931,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
75120,Link Road (L1) Toll,S,L1X5,QKMKD,WRRRU,105,00-01-1900 14:55,8998,VC20,T,"12.936583,77.531500",State,Bengaluru,Karnataka
75121,Link Road (L1) Toll,S,L1X4,WPOPK,ZAKMY,150,00-01-1900 14:25,10982,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
75122,Link Road (L1) Toll,S,L1X3,WVNFD,UKFPL,210,00-01-1900 17:43,3289,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
75123,Link Road (L1) Toll,S,L1X4,WKEDS,WPTDU,100,00-01-1900 21:01,100640,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
75124,Link Road (L1) Toll,S,L1X4,DFOKR,RMQPC,100,00-01-1900 08:34,6123,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
75125,Link Road (L1) Toll,S,L1X3,GVDZO,QXPVF,105,00-01-1900 10:06,681,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
75126,Link Road (L1) Toll,S,L1X3,QCIUT,TZJBO,100,00-01-1900 19:41,3819,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
77259,Link Road (L1) Toll,S,L1X3,MEMPC,GQKLM,70,00-01-1900 20:01,3735,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
77260,Link Road (L1) Toll,S,L1X4,NESSU,TRCWP,150,00-01-1900 20:57,122366,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
77261,Link Road (L1) Toll,S,L1X3,NGZBM,SHMWW,210,00-01-1900 15:57,6571,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
77262,Link Road (L1) Toll,S,L1X3,KJQXB,YEXSP,150,00-01-1900 18:51,3412,VC20,T,"12.936583,77.531500",State,Bengaluru,Karnataka
77263,Link Road (L1) Toll,S,L1X4,ZXNWL,EFPDU,210,00-01-1900 10:32,244,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
77264,Link Road (L1) Toll,S,L1X5,BCNMQ,KGTNL,150,00-01-1900 18:23,3253,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
77265,Link Road (L1) Toll,S,L1X4,XNQKX,JGHHP,105,00-01-1900 04:20,176,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
77266,Link Road (L1) Toll,S,L1X3,ALBHE,WQZVG,70,00-01-1900 22:18,2004,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
77267,Link Road (L1) Toll,S,L1X3,IYAUC,BWRMC,210,00-01-1900 20:03,3835,VC4,T,"12.936583,77.531500",State,Bengaluru,Karnataka
77268,Link Road (L1) Toll,S,L1X4,JRGEH,UHHCA,210,00-01-1900 21:17,4463,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
77269,Link Road (L1) Toll,S,L1X3,IAHGJ,ISEVF,100,00-01-1900 20:27,4070,VC5,T,"12.936583,77.531500",State,Bengaluru,Karnataka
77270,Link Road (L1) Toll,S,L1X3,TOOMU,ZYLQM,264,00-01-1900 09:42,122591,VC10,T,"12.936583,77.531500",State,Bengaluru,Karnataka
77271,Link Road (L1) Toll,S,L1X4,HUDED,YCEYN,100,00-01-1900 20:11,3881,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
77272,Link Road (L1) Toll,S,L1X3,PZTAT,PTDDY,215,00-01-1900 22:04,3173,VC5,T,"12.936583,77.531500",State,Bengaluru,Karnataka
81323,Link Road (L1) Toll,S,L1X3,GQJZK,UZQPI,565,00-01-1900 03:56,177,VC11,T,"12.936583,77.531500",State,Bengaluru,Karnataka
81324,Link Road (L1) Toll,S,L1X4,NYHLP,FOVQF,100,00-01-1900 20:31,4170,VC4,T,"12.936583,77.531500",State,Bengaluru,Karnataka
81325,Link Road (L1) Toll,S,L1X4,MJXHF,QATBK,150,00-01-1900 22:13,2528,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
81326,Link Road (L1) Toll,S,L1X4,TDCER,JHWZE,150,00-01-1900 20:03,3786,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
81327,Link Road (L1) Toll,S,L1X3,QAXJP,LCNRQ,105,00-01-1900 20:26,5333,VC4,T,"12.936583,77.531500",State,Bengaluru,Karnataka
81328,Link Road (L1) Toll,S,L1X5,PHAVC,SXLNR,70,00-01-1900 19:41,3879,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
81329,Link Road (L1) Toll,S,L1X5,GJKQT,CKPED,105,00-01-1900 20:59,4667,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
81330,Link Road (L1) Toll,S,L1X3,MDLHX,LNZKB,210,00-01-1900 21:56,3518,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
81331,Link Road (L1) Toll,S,L1X3,KBJVO,NFGEG,70,00-01-1900 22:17,2313,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
81332,Link Road (L1) Toll,S,L1X3,VGYGC,ZMKEI,210,00-01-1900 10:04,149923,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
81333,Link Road (L1) Toll,S,L1X4,OSQLQ,WJNEY,105,00-01-1900 17:37,3443,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
81334,Link Road (L1) Toll,S,L1X5,UTDGE,JTYSW,100,00-01-1900 20:29,4213,VC4,F,"12.936583,77.531500",State,Bengaluru,Karnataka
