SlNo.,merchant_name,direction,lane,tag_id,vehicle_regn_number,txn_amount,initiated_time,inn_rr_time_sec,vehicle_class_code,vehicle_comvehicle,geocode,merchant_sub_type,city,state
13230,Laxamannath Plaza,S,6,RSUUT,HFKFP,415,00-01-1900 07:13,222,VC14,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13231,Laxamannath Plaza,S,6,AFYNA,LWPIT,80,00-01-1900 11:16,228,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13232,Laxamannath Plaza,S,7,XVRRS,KYAOU,40,00-01-1900 17:14,204,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13233,Laxamannath Plaza,S,6,ZZPAV,BPKPV,510,00-01-1900 11:56,226,VC13,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13234,Laxamannath Plaza,N,3,DRYLA,GHHQP,415,00-01-1900 15:05,201,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13235,Laxamannath Plaza,S,8,WKPBF,WOCUC,265,00-01-1900 18:04,207,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13236,Laxamannath Plaza,S,7,OIHYR,JMBCQ,265,00-01-1900 01:36,217,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13237,Laxamannath Plaza,N,1,EUFXK,XDMLO,40,00-01-1900 01:00,217,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13238,Laxamannath Plaza,N,5,DVNSC,XQOTK,290,00-01-1900 03:37,584,VC11,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13239,Laxamannath Plaza,N,4,BBGXK,SRXNZ,265,00-01-1900 01:17,211,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13240,Laxamannath Plaza,S,7,LSOPX,EKBRW,265,00-01-1900 19:16,218,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13241,Laxamannath Plaza,S,7,QOCWS,HGSBV,265,00-01-1900 12:22,200,VC10,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13242,Laxamannath Plaza,N,5,KSXET,XZQUQ,415,00-01-1900 17:54,233,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13243,Laxamannath Plaza,N,5,NDXKR,UVNQK,415,00-01-1900 14:12,206,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13244,Laxamannath Plaza,S,6,TVBHR,ROZWT,265,00-01-1900 11:38,221,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13245,Laxamannath Plaza,S,7,FFRKZ,UICDY,415,00-01-1900 10:00,201,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13769,Laxamannath Plaza,S,10,PWDVZ,QZIFU,415,00-01-1900 13:27,224,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13770,Laxamannath Plaza,N,4,ZHRAY,EFKQQ,135,00-01-1900 13:59,204,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13771,Laxamannath Plaza,S,9,VVSDX,XDJKF,80,00-01-1900 08:56,223,VC20,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13772,Laxamannath Plaza,S,7,OWRGI,QOKDI,125,00-01-1900 08:58,246,VC5,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13773,Laxamannath Plaza,N,5,MOHSB,GMTEF,415,00-01-1900 20:09,217,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13774,Laxamannath Plaza,N,1,GALSF,JLNXH,265,00-01-1900 03:52,254,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13775,Laxamannath Plaza,S,6,JGWYK,XYGVZ,265,00-01-1900 23:13,195,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13776,Laxamannath Plaza,S,6,ERSTC,JMCPJ,80,00-01-1900 12:38,360,VC20,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13777,Laxamannath Plaza,S,10,YVASS,UISEV,415,00-01-1900 01:41,205,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13778,Laxamannath Plaza,S,6,BTKAF,PETZS,265,00-01-1900 21:08,210,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13779,Laxamannath Plaza,S,7,WKVWM,HFDCC,80,00-01-1900 09:41,258,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13780,Laxamannath Plaza,N,2,OYIOP,GWHNJ,415,00-01-1900 14:40,220,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13781,Laxamannath Plaza,S,10,QWUDK,DKHCK,415,00-01-1900 11:21,240,VC14,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13782,Laxamannath Plaza,S,7,BKVXH,YLSRW,135,00-01-1900 23:32,201,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13783,Laxamannath Plaza,S,6,KKVUF,DUSII,265,00-01-1900 20:38,222,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13784,Laxamannath Plaza,N,1,XOTGB,CMOVH,80,00-01-1900 04:46,221,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13785,Laxamannath Plaza,S,8,WISXY,LGNVH,80,00-01-1900 15:10,221,VC20,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13786,Laxamannath Plaza,S,10,FZGGM,ZYJIO,290,00-01-1900 10:45,200,VC11,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13787,Laxamannath Plaza,N,5,RLRGT,TSUVA,80,00-01-1900 11:15,219,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13788,Laxamannath Plaza,N,4,QVAJI,IZSBT,80,00-01-1900 20:54,238,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13789,Laxamannath Plaza,N,1,ZWEEI,KDEZM,265,00-01-1900 07:28,194,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13790,Laxamannath Plaza,S,7,XXZQE,MZTGJ,290,00-01-1900 09:46,213,VC11,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13791,Laxamannath Plaza,S,6,GQVEW,GCWXG,80,00-01-1900 15:19,216,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13792,Laxamannath Plaza,S,9,NVNNV,UCBAD,80,00-01-1900 16:18,202,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13793,Laxamannath Plaza,N,4,OOOMP,LPAQY,415,00-01-1900 03:18,198,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13794,Laxamannath Plaza,S,7,BYCBY,FNCDQ,80,00-01-1900 02:51,208,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13795,Laxamannath Plaza,S,10,BPXHA,XJDFT,210,00-01-1900 17:51,227,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13796,Laxamannath Plaza,N,3,DCRWN,FFWHH,265,00-01-1900 18:00,213,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13797,Laxamannath Plaza,S,6,ZSOQG,ZXLHM,40,00-01-1900 03:06,192,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13798,Laxamannath Plaza,N,3,WVTVK,SOWNP,80,00-01-1900 13:20,220,VC20,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13799,Laxamannath Plaza,S,10,VRDML,YDLDS,415,00-01-1900 00:01,190,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13800,Laxamannath Plaza,S,7,PBGCY,SGKRH,415,00-01-1900 00:31,206,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13801,Laxamannath Plaza,S,8,INIGE,TWIBD,415,00-01-1900 16:37,231,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13802,Laxamannath Plaza,N,3,WIEYU,JYQVS,80,00-01-1900 22:09,207,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13803,Laxamannath Plaza,S,7,XOQQP,OCANP,265,00-01-1900 11:24,207,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13804,Laxamannath Plaza,S,6,GZGER,QWISG,125,00-01-1900 01:14,224,VC5,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13805,Laxamannath Plaza,N,5,ZNHKP,EOSZH,80,00-01-1900 04:46,209,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13806,Laxamannath Plaza,N,5,BDCQP,QBTPK,415,00-01-1900 02:32,229,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13807,Laxamannath Plaza,S,7,HVPSZ,SRZTN,80,00-01-1900 18:42,214,VC4,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13808,Laxamannath Plaza,N,5,EDGWH,BLOEX,80,00-01-1900 12:10,230,VC20,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13809,Laxamannath Plaza,N,1,VOONS,HVOVR,415,00-01-1900 16:22,219,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13810,Laxamannath Plaza,N,5,HDSQI,LLQKW,415,00-01-1900 12:17,209,VC14,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13811,Laxamannath Plaza,S,6,DQXWC,WEGGV,40,00-01-1900 23:53,226,VC20,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13812,Laxamannath Plaza,N,5,ZGFRE,QCKDJ,80,00-01-1900 09:46,220,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13813,Laxamannath Plaza,N,3,SDFPV,EGGST,415,00-01-1900 01:11,207,VC13,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13814,Laxamannath Plaza,N,4,YCBPE,AMUEG,265,00-01-1900 21:32,226,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13815,Laxamannath Plaza,S,8,PDMWR,ZBVPR,80,00-01-1900 17:14,239,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13816,Laxamannath Plaza,S,10,OBSUV,CSKHY,415,00-01-1900 04:38,207,VC14,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13817,Laxamannath Plaza,S,8,FTDDD,UCKAW,125,00-01-1900 05:42,201,VC9,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13818,Laxamannath Plaza,N,5,KCVJT,QNNYO,265,00-01-1900 06:57,212,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13819,Laxamannath Plaza,N,1,CMLFM,YXWXU,80,00-01-1900 16:12,215,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13820,Laxamannath Plaza,S,7,ZOARQ,PGMRR,265,00-01-1900 16:07,219,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13821,Laxamannath Plaza,N,5,LNHPB,TMWXF,265,00-01-1900 16:05,228,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13822,Laxamannath Plaza,S,7,FWTAG,PSYYA,80,00-01-1900 11:43,206,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13823,Laxamannath Plaza,S,6,PBXLC,YHMTO,125,00-01-1900 07:34,215,VC5,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13824,Laxamannath Plaza,S,8,TQKFY,YRWEJ,415,00-01-1900 08:43,208,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13825,Laxamannath Plaza,S,7,QMRJR,BFEFK,415,00-01-1900 14:09,232,VC12,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13826,Laxamannath Plaza,S,7,UBCXQ,YOVYT,265,00-01-1900 07:56,212,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13827,Laxamannath Plaza,N,5,VPEOU,UUJPD,80,00-01-1900 20:10,186,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13828,Laxamannath Plaza,S,6,QWQTE,QAYAA,290,00-01-1900 10:42,213,VC11,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13829,Laxamannath Plaza,S,7,SXXUL,IQVVV,415,00-01-1900 19:10,213,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13830,Laxamannath Plaza,N,3,EKOAU,VYARE,80,00-01-1900 12:20,223,VC20,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13831,Laxamannath Plaza,N,5,SOFTR,RIDYO,415,00-01-1900 19:31,205,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13832,Laxamannath Plaza,N,5,TSYWH,TTQJA,290,00-01-1900 02:46,223,VC11,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13833,Laxamannath Plaza,N,4,EYXIK,BJXXA,80,00-01-1900 16:24,220,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13834,Laxamannath Plaza,S,10,HCZGW,HSEOC,415,00-01-1900 22:20,219,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13835,Laxamannath Plaza,S,10,OGABO,EQJKR,415,00-01-1900 06:26,196,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13836,Laxamannath Plaza,S,8,BDDUK,GZFBB,415,00-01-1900 20:39,208,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13837,Laxamannath Plaza,S,7,KBAYY,SGLQR,80,00-01-1900 08:09,214,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13838,Laxamannath Plaza,S,9,ADJVC,AHSWH,80,00-01-1900 07:39,205,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13839,Laxamannath Plaza,S,8,QGNMK,DPMRZ,80,00-01-1900 12:53,200,VC20,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13840,Laxamannath Plaza,S,9,LOAVA,QVJJI,80,00-01-1900 14:19,201,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13841,Laxamannath Plaza,S,10,FHQRL,RGNBY,290,00-01-1900 14:16,267,VC11,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13842,Laxamannath Plaza,N,3,FSKDU,AKKUK,210,00-01-1900 01:09,221,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13843,Laxamannath Plaza,N,4,WTWBE,KPUKM,290,00-01-1900 03:28,202,VC11,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13844,Laxamannath Plaza,S,7,FQKAG,FALEK,80,00-01-1900 17:44,201,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13845,Laxamannath Plaza,N,5,WSBYT,FLXVX,415,00-01-1900 22:25,227,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13846,Laxamannath Plaza,S,10,HWXTC,HUNAL,135,00-01-1900 06:54,215,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13847,Laxamannath Plaza,S,8,LJUJU,OVEJK,125,00-01-1900 17:54,222,VC5,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13848,Laxamannath Plaza,S,7,IKLJE,JSJSC,265,00-01-1900 23:08,338,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13849,Laxamannath Plaza,S,7,PKVZG,HRUFM,290,00-01-1900 22:52,201,VC11,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13850,Laxamannath Plaza,S,6,YSREF,IXUEY,80,00-01-1900 01:56,210,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13851,Laxamannath Plaza,S,6,LYCDN,XGLBU,415,00-01-1900 09:42,226,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13852,Laxamannath Plaza,S,10,ISMFC,WQGYJ,415,00-01-1900 03:51,219,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13853,Laxamannath Plaza,S,10,PNKHN,LIHVQ,40,00-01-1900 00:51,196,VC4,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13854,Laxamannath Plaza,S,6,RRFKR,JZBWK,415,00-01-1900 01:39,234,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13855,Laxamannath Plaza,N,3,RRRHT,YAZSA,265,00-01-1900 04:10,223,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13856,Laxamannath Plaza,S,8,AYVEJ,CRKMC,290,00-01-1900 02:56,205,VC11,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13857,Laxamannath Plaza,N,5,QNDLJ,KNGJC,125,00-01-1900 18:47,200,VC5,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13858,Laxamannath Plaza,S,7,FISAO,UGBJI,415,00-01-1900 23:05,241,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13859,Laxamannath Plaza,S,8,DYKIW,JWJNS,415,00-01-1900 09:13,209,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13860,Laxamannath Plaza,N,1,MBSAW,WHACV,415,00-01-1900 19:27,241,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13861,Laxamannath Plaza,S,8,XFBPX,YMDNN,265,00-01-1900 08:24,236,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13862,Laxamannath Plaza,S,6,UZFEA,OIEWB,80,00-01-1900 23:05,229,VC4,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13863,Laxamannath Plaza,N,4,XOYMX,ILIRK,415,00-01-1900 10:47,221,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13864,Laxamannath Plaza,S,10,QUFKX,AGEIN,80,00-01-1900 02:19,216,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13865,Laxamannath Plaza,S,10,LLXHU,PVBOD,80,00-01-1900 14:48,216,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13866,Laxamannath Plaza,N,4,ELTIT,QXTMX,415,00-01-1900 07:54,210,VC14,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13867,Laxamannath Plaza,S,7,WCPTF,TDOFS,415,00-01-1900 08:33,222,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13868,Laxamannath Plaza,S,7,HPVJJ,DMUTG,415,00-01-1900 12:16,226,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13869,Laxamannath Plaza,S,6,XVLVW,UUNHB,415,00-01-1900 09:14,267,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13870,Laxamannath Plaza,N,3,CFQMR,LVPBF,415,00-01-1900 06:07,216,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13871,Laxamannath Plaza,N,4,TLHOB,MBJNB,415,00-01-1900 06:12,216,VC14,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13872,Laxamannath Plaza,N,5,RTJUY,VHUFC,415,00-01-1900 08:19,206,VC12,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13873,Laxamannath Plaza,N,4,ZIXYY,JNRGL,415,00-01-1900 11:59,203,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13874,Laxamannath Plaza,N,4,GEMHY,RJVKW,80,00-01-1900 20:42,198,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13875,Laxamannath Plaza,S,7,TKUOR,TQPKB,80,00-01-1900 00:45,212,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13876,Laxamannath Plaza,N,5,CUKFU,SXPGK,40,00-01-1900 15:27,262,VC20,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13877,Laxamannath Plaza,N,5,QEPIZ,MKCQF,80,00-01-1900 21:22,216,VC20,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13878,Laxamannath Plaza,S,8,QHGHL,TABDD,265,00-01-1900 09:36,217,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13879,Laxamannath Plaza,N,5,LGCMQ,LLPHU,415,00-01-1900 15:01,211,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13880,Laxamannath Plaza,S,7,GIBCM,BMRHN,80,00-01-1900 16:03,217,VC20,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
13881,Laxamannath Plaza,S,9,BCQAV,TTALK,80,00-01-1900 09:26,200,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14110,Laxamannath Plaza,S,10,QUAKL,CDTDP,80,00-01-1900 00:42,206,VC20,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14111,Laxamannath Plaza,N,5,FFRCL,OURNP,415,00-01-1900 19:57,218,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14112,Laxamannath Plaza,S,7,MUVCF,ANQSC,40,00-01-1900 15:10,199,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14113,Laxamannath Plaza,S,6,IBRXI,QAXTL,80,00-01-1900 08:43,215,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14114,Laxamannath Plaza,S,10,OTURA,LTXSY,265,00-01-1900 07:08,206,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14115,Laxamannath Plaza,N,4,NDPYZ,GBOFX,415,00-01-1900 23:41,211,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14116,Laxamannath Plaza,S,8,UPRNQ,INWTN,265,00-01-1900 06:47,220,VC10,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14117,Laxamannath Plaza,N,4,MZTUA,ARVRU,415,00-01-1900 06:43,220,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14118,Laxamannath Plaza,S,8,OXZAY,OQMPP,80,00-01-1900 04:55,202,VC4,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14119,Laxamannath Plaza,N,3,OETCH,URWHG,415,00-01-1900 02:25,209,VC13,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14120,Laxamannath Plaza,N,5,ZALBM,BNVHB,265,00-01-1900 18:40,220,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14121,Laxamannath Plaza,S,7,PKWXI,GLTMF,80,00-01-1900 01:00,207,VC20,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14122,Laxamannath Plaza,N,3,MFUKR,ONYXI,415,00-01-1900 14:12,541,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14123,Laxamannath Plaza,S,7,QSECR,BMEOY,80,00-01-1900 18:06,186,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14124,Laxamannath Plaza,N,5,BDUHO,LUIYN,265,00-01-1900 13:40,241,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14125,Laxamannath Plaza,N,4,GKEFK,AMAIT,415,00-01-1900 00:13,254,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14126,Laxamannath Plaza,N,5,XQEKZ,TLPIL,80,00-01-1900 13:46,459,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14127,Laxamannath Plaza,S,7,KVWVO,JDMLF,125,00-01-1900 14:57,244,VC5,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14128,Laxamannath Plaza,N,1,SRWEQ,VDMHY,265,00-01-1900 00:22,206,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14129,Laxamannath Plaza,N,4,OCYTF,KIRSJ,415,00-01-1900 01:24,223,VC12,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14130,Laxamannath Plaza,S,7,TXTRH,QMDFN,135,00-01-1900 12:52,201,VC10,T,"13.193545,77.64981",National,Bangalore Rural,Karnataka
14131,Laxamannath Plaza,S,10,XQAEN,WBPGK,80,00-01-1900 01:14,199,VC4,F,"13.193545,77.64981",National,Bangalore Rural,Karnataka
