SlNo.,merchant_name,direction,lane,tag_id,vehicle_regn_number,txn_amount,initiated_time,inn_rr_time_sec,vehicle_class_code,vehicle_comvehicle,geocode,merchant_sub_type,city,state
42,Kadathanamale Toll Plaza,N,LANE06,NLTBS,IKNUV,80,00-01-1900 07:33,126,VC9,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
45,Kadathanamale Toll Plaza,S,LANE11,DBMJG,XKUTZ,50,00-01-1900 12:18,90,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
46,Kadathanamale Toll Plaza,S,LANE10,CIEZK,SYRDN,50,00-01-1900 04:28,71,VC4,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
47,Kadathanamale Toll Plaza,N,LANE06,JQSOF,FYPMC,80,00-01-1900 23:10,196,VC10,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
48,Kadathanamale Toll Plaza,S,LANE09,BOACO,FPHYC,50,00-01-1900 14:06,191,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
49,Kadathanamale Toll Plaza,N,LANE06,OHLOP,FYLQC,35,00-01-1900 16:17,70,VC5,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
50,Kadathanamale Toll Plaza,N,LANE07,CDHPM,FQLMQ,35,00-01-1900 13:46,79,VC20,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
51,Kadathanamale Toll Plaza,S,LANE09,CODEG,LCLEG,20,00-01-1900 16:19,164,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
52,Kadathanamale Toll Plaza,N,LANE06,TOBKX,VTBTS,50,00-01-1900 09:17,92,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
57,Kadathanamale Toll Plaza,N,LANE05,AMLXV,WELJI,50,00-01-1900 12:09,84,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
58,Kadathanamale Toll Plaza,S,LANE10,GGXMF,VUSKD,35,00-01-1900 20:12,63,VC20,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
59,Kadathanamale Toll Plaza,S,LANE08,PGVAR,ZKRWB,50,00-01-1900 11:21,89,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
60,Kadathanamale Toll Plaza,N,LANE05,WYOQK,GWSCN,50,00-01-1900 14:10,103,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
61,Kadathanamale Toll Plaza,S,LANE10,CWJYJ,FUUVW,20,00-01-1900 20:19,46,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
62,Kadathanamale Toll Plaza,N,LANE03,JJFEW,BBEKI,50,00-01-1900 13:11,100,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
63,Kadathanamale Toll Plaza,S,LANE12,EYHMY,TMGPC,20,00-01-1900 13:29,289,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
64,Kadathanamale Toll Plaza,N,LANE05,ZGHFS,CSXKC,50,00-01-1900 11:21,169,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
65,Kadathanamale Toll Plaza,N,LANE04,PDMSR,RYXUG,50,00-01-1900 14:59,144,VC4,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
67,Kadathanamale Toll Plaza,N,LANE06,LOOKE,XVQIF,35,00-01-1900 18:18,173,VC20,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
68,Kadathanamale Toll Plaza,S,LANE09,OWDVP,YGBNM,50,00-01-1900 19:45,100,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
69,Kadathanamale Toll Plaza,N,LANE04,SIYEW,GOLZB,35,00-01-1900 19:02,237,VC20,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
72,Kadathanamale Toll Plaza,S,LANE08,BTKFE,XFVGE,80,00-01-1900 10:00,81,VC5,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
73,Kadathanamale Toll Plaza,N,LANE07,RIOAL,LUTNG,50,00-01-1900 14:05,48,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
75,Kadathanamale Toll Plaza,S,LANE09,VSLJS,BKHOP,80,00-01-1900 06:17,161,VC7,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
77,Kadathanamale Toll Plaza,N,LANE06,ZYZRQ,KSJXP,35,00-01-1900 16:48,137,VC5,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
78,Kadathanamale Toll Plaza,N,LANE07,TMGBN,UXQSI,165,00-01-1900 07:53,95,VC7,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
79,Kadathanamale Toll Plaza,S,LANE09,PQJZD,QKQGY,35,00-01-1900 21:57,519,VC5,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
80,Kadathanamale Toll Plaza,S,LANE08,BYKOV,HMNMW,80,00-01-1900 05:13,53,VC20,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
82,Kadathanamale Toll Plaza,S,LANE10,NMXDB,FTYUK,20,00-01-1900 17:57,112,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
84,Kadathanamale Toll Plaza,N,LANE06,SYNFA,GTFVL,50,00-01-1900 23:23,595,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
85,Kadathanamale Toll Plaza,S,LANE09,RLCDL,HEYTX,50,00-01-1900 07:48,236,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
86,Kadathanamale Toll Plaza,S,LANE09,WGGUU,YCRKJ,20,00-01-1900 16:11,210,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
87,Kadathanamale Toll Plaza,S,LANE11,CDRRI,WYRPC,80,00-01-1900 06:21,73,VC10,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
89,Kadathanamale Toll Plaza,N,LANE07,LZNQM,UYJDP,80,00-01-1900 16:42,89,VC20,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
91,Kadathanamale Toll Plaza,S,LANE12,KICXI,TDROJ,20,00-01-1900 17:35,91,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
98,Kadathanamale Toll Plaza,S,LANE12,XFGXQ,CMEHF,50,00-01-1900 15:54,206,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
99,Kadathanamale Toll Plaza,S,LANE08,SIYEW,GOLZB,80,00-01-1900 14:10,76,VC20,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
102,Kadathanamale Toll Plaza,N,LANE06,ZMLZJ,SYLHX,50,00-01-1900 15:03,112,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
104,Kadathanamale Toll Plaza,S,LANE09,XUHVA,XBHUI,80,00-01-1900 07:36,91,VC9,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
106,Kadathanamale Toll Plaza,N,LANE07,ERPKR,PFTKX,50,00-01-1900 21:31,75,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
107,Kadathanamale Toll Plaza,N,LANE07,VBPQK,SLGCS,255,00-01-1900 12:55,138,VC12,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
113,Kadathanamale Toll Plaza,S,LANE08,KNYUX,MUVWS,165,00-01-1900 18:05,60,VC7,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
117,Kadathanamale Toll Plaza,S,LANE11,VTQMM,TJIXS,20,00-01-1900 18:27,87,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
119,Kadathanamale Toll Plaza,N,LANE03,NCJYE,THABN,50,00-01-1900 19:53,149,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
120,Kadathanamale Toll Plaza,N,LANE05,BSXYX,NKCFA,20,00-01-1900 13:02,119,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
121,Kadathanamale Toll Plaza,S,LANE09,KDEPV,QZUIN,80,00-01-1900 19:49,140,VC20,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
123,Kadathanamale Toll Plaza,S,LANE10,XORPG,GGKOA,50,00-01-1900 19:35,80,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
125,Kadathanamale Toll Plaza,N,LANE06,ABGAQ,CCICM,35,00-01-1900 06:53,145,VC20,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
131,Kadathanamale Toll Plaza,N,LANE06,YZTFK,ERUVE,20,00-01-1900 15:03,74,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
132,Kadathanamale Toll Plaza,N,LANE06,SXWNC,LSUKG,255,00-01-1900 07:15,248,VC12,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
133,Kadathanamale Toll Plaza,S,LANE08,WJXRO,COAPF,165,00-01-1900 23:25,80,VC10,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
135,Kadathanamale Toll Plaza,N,LANE04,HSWOP,PWUPZ,50,00-01-1900 09:46,79,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
136,Kadathanamale Toll Plaza,N,LANE07,ZOGIW,VHYVK,35,00-01-1900 07:44,76,VC5,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
139,Kadathanamale Toll Plaza,N,LANE05,EXXLD,WHUFY,165,00-01-1900 16:13,230,VC7,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
140,Kadathanamale Toll Plaza,S,LANE09,JVKOF,TQDVK,50,00-01-1900 17:49,90,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
143,Kadathanamale Toll Plaza,N,LANE03,CZPCL,AAKDO,50,00-01-1900 09:15,102,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
144,Kadathanamale Toll Plaza,S,LANE09,FKVRW,UZPKW,20,00-01-1900 13:52,105,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
147,Kadathanamale Toll Plaza,N,LANE06,DTEYN,PEYBK,50,00-01-1900 15:24,257,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
149,Kadathanamale Toll Plaza,N,LANE07,XZNGE,VYCQT,35,00-01-1900 15:54,82,VC20,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
151,Kadathanamale Toll Plaza,N,LANE06,DLPQM,KIGJN,50,00-01-1900 19:50,76,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
152,Kadathanamale Toll Plaza,N,LANE07,WFKWD,AEVUR,50,00-01-1900 11:09,66,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
153,Kadathanamale Toll Plaza,S,LANE08,FXPHZ,LKBRE,20,00-01-1900 17:33,82,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
154,Kadathanamale Toll Plaza,S,LANE10,NLTBS,IKNUV,35,00-01-1900 14:23,51,VC9,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
155,Kadathanamale Toll Plaza,S,LANE10,QHRZM,OEZZM,50,00-01-1900 07:16,83,VC4,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
160,Kadathanamale Toll Plaza,N,LANE06,AUGUE,QMBTD,50,00-01-1900 11:38,123,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
161,Kadathanamale Toll Plaza,N,LANE07,CLLCQ,XGMSU,35,00-01-1900 11:35,90,VC20,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
162,Kadathanamale Toll Plaza,S,LANE09,WULJO,LAGGD,50,00-01-1900 19:46,124,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
164,Kadathanamale Toll Plaza,N,LANE04,BYZYG,XTRQK,50,00-01-1900 13:03,88,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
166,Kadathanamale Toll Plaza,N,LANE07,KLEHS,JHEKW,50,00-01-1900 08:07,74,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
167,Kadathanamale Toll Plaza,S,LANE11,GAKOL,YQAYA,50,00-01-1900 12:00,103,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
171,Kadathanamale Toll Plaza,N,LANE04,JXCCW,GCNNZ,20,00-01-1900 20:46,94,VC4,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
172,Kadathanamale Toll Plaza,N,LANE07,EETPW,OSDOA,165,00-01-1900 20:36,55,VC10,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
173,Kadathanamale Toll Plaza,N,LANE06,AVWZX,FZXQM,80,00-01-1900 08:25,328,VC5,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
174,Kadathanamale Toll Plaza,N,LANE06,VVWBP,FGAGC,20,00-01-1900 23:16,164,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
175,Kadathanamale Toll Plaza,S,LANE08,SZQBM,HGTOQ,80,00-01-1900 18:43,84,VC10,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
176,Kadathanamale Toll Plaza,S,LANE09,HTDHF,ZUEIK,35,00-01-1900 20:14,136,VC20,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
178,Kadathanamale Toll Plaza,N,LANE06,CERNR,FTOZZ,50,00-01-1900 08:40,71,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
181,Kadathanamale Toll Plaza,N,LANE07,PWJKK,RUOSP,20,00-01-1900 20:37,66,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
182,Kadathanamale Toll Plaza,S,LANE10,QFCRT,WKNXT,20,00-01-1900 18:55,60,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
185,Kadathanamale Toll Plaza,S,LANE09,ZPOEM,RBQWK,20,00-01-1900 16:52,102,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
186,Kadathanamale Toll Plaza,S,LANE09,JKOCI,AHXCG,20,00-01-1900 16:56,129,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
188,Kadathanamale Toll Plaza,N,LANE04,CNEWS,GSLWB,50,00-01-1900 13:53,133,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
189,Kadathanamale Toll Plaza,N,LANE06,MGCYZ,GHHPH,50,00-01-1900 15:43,117,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
192,Kadathanamale Toll Plaza,S,LANE09,PYWGX,VDCXT,35,00-01-1900 04:42,178,VC5,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
194,Kadathanamale Toll Plaza,S,LANE12,MNSFF,RTRZM,20,00-01-1900 16:37,117,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
196,Kadathanamale Toll Plaza,S,LANE11,RKRIJ,KJESU,50,00-01-1900 12:49,88,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
198,Kadathanamale Toll Plaza,N,LANE06,TDNRO,BYVPR,50,00-01-1900 11:00,148,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
211,Kadathanamale Toll Plaza,S,LANE10,SWURG,XGNUO,50,00-01-1900 00:25,63,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
213,Kadathanamale Toll Plaza,S,LANE08,CHNFL,SWMOV,20,00-01-1900 17:13,77,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
214,Kadathanamale Toll Plaza,N,LANE07,HCMZI,TWUWN,50,00-01-1900 12:43,95,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
215,Kadathanamale Toll Plaza,N,LANE07,ZEYGO,YFJJI,80,00-01-1900 08:50,89,VC9,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
219,Kadathanamale Toll Plaza,N,LANE03,YYYXS,CXHVE,80,00-01-1900 16:12,146,VC7,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
220,Kadathanamale Toll Plaza,N,LANE05,INQHL,TNIRD,50,00-01-1900 03:58,404,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
222,Kadathanamale Toll Plaza,N,LANE06,DBKRE,ZSLXX,20,00-01-1900 18:34,104,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
225,Kadathanamale Toll Plaza,N,LANE06,DQWGS,THIAS,20,00-01-1900 21:16,169,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
230,Kadathanamale Toll Plaza,N,LANE04,RLMWA,WQIPU,50,00-01-1900 08:51,197,VC4,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
231,Kadathanamale Toll Plaza,N,LANE06,SHZGH,WRACE,255,00-01-1900 22:37,144,VC12,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
233,Kadathanamale Toll Plaza,N,LANE03,IQCWZ,OYBTD,50,00-01-1900 14:34,126,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
235,Kadathanamale Toll Plaza,S,LANE08,DLNAF,RGJPB,20,00-01-1900 22:17,73,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
237,Kadathanamale Toll Plaza,S,LANE11,OGHGP,DFFNL,35,00-01-1900 18:28,63,VC5,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
238,Kadathanamale Toll Plaza,N,LANE06,QHHVQ,DSSGF,80,00-01-1900 17:46,115,VC5,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
239,Kadathanamale Toll Plaza,S,LANE11,DYVCN,EPAOC,50,00-01-1900 14:21,81,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
241,Kadathanamale Toll Plaza,N,LANE06,RCZKY,DSTRD,165,00-01-1900 10:03,141,VC7,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
243,Kadathanamale Toll Plaza,S,LANE09,EXXLD,WHUFY,80,00-01-1900 04:27,322,VC7,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
245,Kadathanamale Toll Plaza,N,LANE07,SZPBD,KXESP,50,00-01-1900 13:22,90,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
247,Kadathanamale Toll Plaza,N,LANE07,TIFOH,KJUCT,80,00-01-1900 12:09,75,VC7,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
249,Kadathanamale Toll Plaza,S,LANE08,TFCWE,MAJCD,20,00-01-1900 19:09,90,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
251,Kadathanamale Toll Plaza,N,LANE04,PUVDG,VWSIA,165,00-01-1900 11:36,100,VC7,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
253,Kadathanamale Toll Plaza,N,LANE05,GHYJI,HICNM,35,00-01-1900 15:56,357,VC5,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
254,Kadathanamale Toll Plaza,S,LANE08,UDNGV,QAOTX,50,00-01-1900 07:51,87,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
257,Kadathanamale Toll Plaza,S,LANE10,GADIG,YQVFQ,50,00-01-1900 18:30,67,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
258,Kadathanamale Toll Plaza,N,LANE05,RHBAI,XHFCY,50,00-01-1900 10:46,232,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
285,Kadathanamale Toll Plaza,S,LANE08,YRHJU,UAXYV,165,00-01-1900 07:53,76,VC7,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
287,Kadathanamale Toll Plaza,S,LANE09,JMLME,HLFRE,50,00-01-1900 15:35,241,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
288,Kadathanamale Toll Plaza,N,LANE05,ONBKI,RWNVD,50,00-01-1900 13:58,122,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
289,Kadathanamale Toll Plaza,N,LANE06,ZEQII,ZBOPG,80,00-01-1900 08:29,107,VC20,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
290,Kadathanamale Toll Plaza,N,LANE04,EICNS,BTIUJ,50,00-01-1900 13:40,213,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
291,Kadathanamale Toll Plaza,S,LANE09,GGYFB,VEWVK,20,00-01-1900 20:27,84,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
293,Kadathanamale Toll Plaza,N,LANE05,CWYEE,HVRJF,50,00-01-1900 11:00,80,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
294,Kadathanamale Toll Plaza,S,LANE12,JQMVS,TSZCO,35,00-01-1900 18:25,100,VC5,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
298,Kadathanamale Toll Plaza,N,LANE04,VCGFE,LUHIF,50,00-01-1900 18:51,253,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
299,Kadathanamale Toll Plaza,N,LANE06,LWXOO,ZLOBJ,80,00-01-1900 08:52,110,VC9,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
301,Kadathanamale Toll Plaza,S,LANE09,ZLPMJ,QGQHV,50,00-01-1900 12:09,98,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
307,Kadathanamale Toll Plaza,N,LANE06,XZDKF,VMGZB,165,00-01-1900 23:58,158,VC10,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
309,Kadathanamale Toll Plaza,S,LANE08,JBUAQ,LPVNO,20,00-01-1900 17:27,86,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
310,Kadathanamale Toll Plaza,S,LANE10,CTXCU,QULZB,20,00-01-1900 16:26,70,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
313,Kadathanamale Toll Plaza,N,LANE03,CESGQ,CUWTZ,20,00-01-1900 20:42,373,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
314,Kadathanamale Toll Plaza,N,LANE07,FNCXU,TQOSP,50,00-01-1900 12:20,79,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
315,Kadathanamale Toll Plaza,S,LANE10,ZAGTZ,BLTAK,50,00-01-1900 06:29,69,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
316,Kadathanamale Toll Plaza,N,LANE04,PHCTO,RMKKP,50,00-01-1900 12:57,93,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
319,Kadathanamale Toll Plaza,S,LANE11,PCJYW,AOUJD,50,00-01-1900 10:06,86,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
322,Kadathanamale Toll Plaza,N,LANE03,YIJTE,THZJX,50,00-01-1900 17:45,92,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
328,Kadathanamale Toll Plaza,N,LANE07,VSWRI,YMMRB,80,00-01-1900 13:34,42,VC7,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
331,Kadathanamale Toll Plaza,S,LANE11,WFYMC,GMSRS,80,00-01-1900 16:44,88,VC5,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
332,Kadathanamale Toll Plaza,N,LANE07,FDESN,VABRH,50,00-01-1900 08:03,74,VC4,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
333,Kadathanamale Toll Plaza,S,LANE09,KISSR,STOZN,20,00-01-1900 22:46,117,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
334,Kadathanamale Toll Plaza,S,LANE08,RLDOW,QODPD,20,00-01-1900 18:24,75,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
336,Kadathanamale Toll Plaza,N,LANE06,NOEXM,LRZJY,35,00-01-1900 05:39,129,VC5,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
339,Kadathanamale Toll Plaza,N,LANE05,HAKDI,LKYSC,255,00-01-1900 01:06,128,VC13,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
340,Kadathanamale Toll Plaza,S,LANE10,SYEEB,FOUUH,80,00-01-1900 10:59,79,VC7,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
341,Kadathanamale Toll Plaza,S,LANE09,TXIXT,JYLKI,50,00-01-1900 15:55,537,VC4,F,"13.2123515,77.5535138",state,Bangalore ,Karnataka
342,Kadathanamale Toll Plaza,N,LANE06,IQWMO,HTIHK,50,00-01-1900 10:03,101,VC4,T,"13.2123515,77.5535138",state,Bangalore ,Karnataka
