SlNo.,merchant_name,direction,lane,tag_id,vehicle_regn_number,txn_amount,initiated_time,inn_rr_time_sec,vehicle_class_code,vehicle_comvehicle,geocode,merchant_sub_type,city,state
81446,Nelamangala Toll Plaza,W,Lane4,IFSMP,DJYHJ,55,00-01-1900 09:14,419,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81449,Nelamangala Toll Plaza,E,Lane7,LPRWJ,DQBVZ,30,00-01-1900 13:20,420,VC4,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81451,Nelamangala Toll Plaza,W,Lane4,WBWOU,JLYEV,30,00-01-1900 07:03,6213,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81452,Nelamangala Toll Plaza,W,Lane5,AIRLQ,ICAJE,55,00-01-1900 20:17,390,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81453,Nelamangala Toll Plaza,E,Lane8,FBYEY,JLQLL,160,00-01-1900 09:26,365,VC12,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81455,Nelamangala Toll Plaza,E,Lane8,EGEIX,UOXSF,320,00-01-1900 15:28,388,VC14,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81456,Nelamangala Toll Plaza,E,Lane6,VNWBI,ZKWFA,55,00-01-1900 12:53,403,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81457,Nelamangala Toll Plaza,E,Lane7,QMLKE,YPLOW,55,00-01-1900 18:48,382,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81472,Nelamangala Toll Plaza,W,Lane2,ORCXC,GTMAK,55,00-01-1900 15:36,393,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81477,Nelamangala Toll Plaza,E,Lane7,QEFWM,ANZTZ,55,00-01-1900 10:50,367,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81478,Nelamangala Toll Plaza,E,Lane8,SJZVW,RCQUM,100,00-01-1900 15:31,393,VC5,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81479,Nelamangala Toll Plaza,E,Lane8,ZXFYU,VLUAQ,30,00-01-1900 07:09,408,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81494,Nelamangala Toll Plaza,E,Lane7,JLILH,OJJWW,55,00-01-1900 22:44,428,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81500,Nelamangala Toll Plaza,E,Lane7,MIVLS,FOWVG,55,00-01-1900 11:28,372,VC20,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81502,Nelamangala Toll Plaza,W,Lane3,RGLYD,AGJBB,30,00-01-1900 00:20,413,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81503,Nelamangala Toll Plaza,E,Lane8,KODWG,PCQMS,55,00-01-1900 16:36,384,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81505,Nelamangala Toll Plaza,E,Lane9,YLOPN,HGPVC,30,00-01-1900 15:39,422,VC4,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81508,Nelamangala Toll Plaza,E,Lane8,HWOEY,NJMME,55,00-01-1900 14:32,422,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81512,Nelamangala Toll Plaza,W,Lane3,VSWFT,EWUNY,55,00-01-1900 09:25,378,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81513,Nelamangala Toll Plaza,E,Lane8,VTIAY,PHZCR,320,00-01-1900 01:45,430,VC13,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81515,Nelamangala Toll Plaza,E,Lane7,JABOA,BZVOD,30,00-01-1900 14:44,379,VC4,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81516,Nelamangala Toll Plaza,E,Lane9,IURUT,YKHGM,55,00-01-1900 07:10,411,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81518,Nelamangala Toll Plaza,E,Lane9,WYYZD,SBGPF,55,00-01-1900 20:53,405,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81519,Nelamangala Toll Plaza,W,Lane4,OJZQE,KOFQE,50,00-01-1900 16:13,421,VC5,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81524,Nelamangala Toll Plaza,W,Lane4,WTCQL,RXRCK,55,00-01-1900 07:01,383,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81529,Nelamangala Toll Plaza,W,Lane2,VNATT,NGKNW,55,00-01-1900 10:29,417,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81541,Nelamangala Toll Plaza,E,Lane7,NBCQM,VPNXW,55,00-01-1900 08:44,399,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81543,Nelamangala Toll Plaza,E,Lane9,KINHY,FWILU,160,00-01-1900 20:59,381,VC11,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81553,Nelamangala Toll Plaza,W,Lane4,CGXJJ,BPQTJ,55,00-01-1900 07:25,382,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81554,Nelamangala Toll Plaza,E,Lane7,MCCEV,BNAPP,55,00-01-1900 07:50,402,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81558,Nelamangala Toll Plaza,E,Lane10,JIGXB,NIINO,55,00-01-1900 10:54,432,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81559,Nelamangala Toll Plaza,W,Lane5,IJVCN,UXVNQ,100,00-01-1900 20:57,384,VC5,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81564,Nelamangala Toll Plaza,W,Lane5,IEJGM,OKBVR,100,00-01-1900 13:09,384,VC5,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81582,Nelamangala Toll Plaza,W,Lane2,DIRCP,QXWOV,55,00-01-1900 15:59,13529,VC4,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81587,Nelamangala Toll Plaza,E,Lane7,PHWUT,LDIEX,50,00-01-1900 15:24,427,VC5,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81589,Nelamangala Toll Plaza,W,Lane2,PPUJX,SNDQB,55,00-01-1900 16:22,385,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81595,Nelamangala Toll Plaza,W,Lane2,EIZAS,OJYBX,55,00-01-1900 10:10,394,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81601,Nelamangala Toll Plaza,W,Lane5,NUJWJ,XMZOX,55,00-01-1900 19:30,402,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81602,Nelamangala Toll Plaza,W,Lane3,LEDBA,IUNTR,55,00-01-1900 06:53,372,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81607,Nelamangala Toll Plaza,W,Lane2,DISKZ,UFCZK,55,00-01-1900 02:02,369,VC20,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81610,Nelamangala Toll Plaza,E,Lane8,BZNGS,RBFTU,30,00-01-1900 08:23,389,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81612,Nelamangala Toll Plaza,E,Lane7,XNPHB,MAXWT,55,00-01-1900 16:32,408,VC20,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81621,Nelamangala Toll Plaza,E,Lane8,XRISO,LTWQR,55,00-01-1900 10:19,402,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81624,Nelamangala Toll Plaza,E,Lane6,GIYKU,CYQIM,30,00-01-1900 20:01,404,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81643,Nelamangala Toll Plaza,W,Lane1,GVBZB,ZYSRB,55,00-01-1900 05:13,413,VC20,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81648,Nelamangala Toll Plaza,W,Lane4,BFHGH,PODIO,55,00-01-1900 18:24,410,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81652,Nelamangala Toll Plaza,E,Lane9,TXIQQ,FQDTY,55,00-01-1900 11:16,411,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81658,Nelamangala Toll Plaza,W,Lane4,NOHDY,TNGON,55,00-01-1900 13:30,422,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81659,Nelamangala Toll Plaza,W,Lane5,PQDJS,ISPRQ,55,00-01-1900 18:36,370,VC4,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81660,Nelamangala Toll Plaza,W,Lane4,IDTWO,UHQZY,30,00-01-1900 07:48,435,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81661,Nelamangala Toll Plaza,W,Lane5,UYOWX,EMEPY,30,00-01-1900 20:12,379,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81662,Nelamangala Toll Plaza,W,Lane1,KIASV,TVYXA,55,00-01-1900 11:24,405,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81663,Nelamangala Toll Plaza,E,Lane9,ZBXIG,ZCCDI,55,00-01-1900 23:18,397,VC20,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81664,Nelamangala Toll Plaza,E,Lane8,NYBLP,ENCUA,55,00-01-1900 19:18,417,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81666,Nelamangala Toll Plaza,W,Lane4,CVOHV,KIVRU,55,00-01-1900 06:37,419,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81671,Nelamangala Toll Plaza,W,Lane5,WRQGG,GXHZT,200,00-01-1900 19:45,396,VC10,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81675,Nelamangala Toll Plaza,E,Lane7,SGIYC,MAMZI,30,00-01-1900 18:53,372,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81686,Nelamangala Toll Plaza,E,Lane9,XQKMM,ASABH,55,00-01-1900 13:41,425,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81688,Nelamangala Toll Plaza,E,Lane6,SHKPR,RPDSU,200,00-01-1900 15:39,377,VC7,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81689,Nelamangala Toll Plaza,W,Lane2,UVYJN,XZJOH,55,00-01-1900 17:32,428,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81694,Nelamangala Toll Plaza,W,Lane2,GVOQJ,MYSRR,55,00-01-1900 08:57,375,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81695,Nelamangala Toll Plaza,W,Lane2,LLXQK,ZCEGK,55,00-01-1900 15:22,385,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81696,Nelamangala Toll Plaza,W,Lane3,FVHJJ,UBYND,55,00-01-1900 10:13,368,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81700,Nelamangala Toll Plaza,W,Lane5,TUHIU,VQWDX,30,00-01-1900 14:43,424,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81701,Nelamangala Toll Plaza,E,Lane7,ESVYG,BEJXW,55,00-01-1900 21:53,421,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81707,Nelamangala Toll Plaza,E,Lane7,FQSVG,ZRHAF,320,00-01-1900 08:07,377,VC12,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81708,Nelamangala Toll Plaza,E,Lane8,BYNPA,LGZGA,200,00-01-1900 08:43,398,VC7,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81713,Nelamangala Toll Plaza,W,Lane4,HIIIP,FEWTL,55,00-01-1900 20:52,373,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81714,Nelamangala Toll Plaza,W,Lane1,WLJPY,LCROG,100,00-01-1900 00:09,392,VC7,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81716,Nelamangala Toll Plaza,E,Lane7,BPCDX,CBYTX,30,00-01-1900 23:13,397,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81717,Nelamangala Toll Plaza,E,Lane9,FKOAE,JKMNF,55,00-01-1900 11:52,389,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81720,Nelamangala Toll Plaza,E,Lane9,EZBRJ,SKVFM,55,00-01-1900 23:32,377,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81723,Nelamangala Toll Plaza,E,Lane8,PQIQG,JHJEM,30,00-01-1900 15:35,15698,VC20,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81725,Nelamangala Toll Plaza,E,Lane7,LAYTQ,MXYZC,55,00-01-1900 20:15,411,VC20,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81730,Nelamangala Toll Plaza,W,Lane1,JBQTF,XEYGP,55,00-01-1900 20:35,416,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81735,Nelamangala Toll Plaza,E,Lane7,WSZAE,XTAER,200,00-01-1900 23:10,17005,VC10,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81736,Nelamangala Toll Plaza,E,Lane8,MJEAY,RVBOF,55,00-01-1900 08:41,377,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81742,Nelamangala Toll Plaza,E,Lane6,EZQLO,UZWVD,30,00-01-1900 23:49,12348,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81743,Nelamangala Toll Plaza,W,Lane1,BPKXZ,MDHPZ,55,00-01-1900 19:17,410,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81744,Nelamangala Toll Plaza,E,Lane8,MBLYG,BHKJP,30,00-01-1900 15:55,380,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81748,Nelamangala Toll Plaza,E,Lane7,OMYBN,YRWNP,55,00-01-1900 10:27,404,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81750,Nelamangala Toll Plaza,E,Lane7,UCCDG,YGGTW,160,00-01-1900 15:28,379,VC12,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81753,Nelamangala Toll Plaza,E,Lane6,HAFVL,SDSEN,30,00-01-1900 10:56,398,VC20,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81760,Nelamangala Toll Plaza,E,Lane9,GGNQV,VUKDA,15,00-01-1900 17:33,408,VC5,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81761,Nelamangala Toll Plaza,E,Lane8,XJUAQ,WYCIH,55,00-01-1900 02:23,406,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81767,Nelamangala Toll Plaza,W,Lane3,SQDJE,SBISD,55,00-01-1900 10:11,395,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81769,Nelamangala Toll Plaza,E,Lane8,HPCSA,QQWUY,55,00-01-1900 09:49,410,VC20,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81774,Nelamangala Toll Plaza,E,Lane8,FDNUV,LRUVI,55,00-01-1900 04:02,374,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81777,Nelamangala Toll Plaza,E,Lane7,XJHSZ,OBFRD,30,00-01-1900 19:14,397,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81779,Nelamangala Toll Plaza,W,Lane2,IAXRM,ODIZM,55,00-01-1900 22:55,431,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81785,Nelamangala Toll Plaza,E,Lane9,GPAUN,CKRQL,55,00-01-1900 20:46,390,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81791,Nelamangala Toll Plaza,E,Lane8,WSZAA,BUHDN,200,00-01-1900 15:21,387,VC7,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81795,Nelamangala Toll Plaza,E,Lane8,PIETU,LCFRP,55,00-01-1900 14:03,387,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81796,Nelamangala Toll Plaza,E,Lane7,JFRBP,KXSDN,55,00-01-1900 10:08,391,VC4,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
81804,Nelamangala Toll Plaza,E,Lane7,BXEMF,VDAIO,200,00-01-1900 17:59,407,VC7,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85075,Nelamangala Toll Plaza,W,Lane4,ZJODD,OVUZM,55,00-01-1900 08:41,375,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85080,Nelamangala Toll Plaza,E,Lane7,NHKVH,COOQC,200,00-01-1900 04:22,408,VC7,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85083,Nelamangala Toll Plaza,W,Lane4,RLDFY,TTJGG,55,00-01-1900 14:54,377,VC20,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85084,Nelamangala Toll Plaza,W,Lane1,BUGLP,YKHJG,55,00-01-1900 12:58,429,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85096,Nelamangala Toll Plaza,W,Lane1,VESCR,VXZAT,55,00-01-1900 10:39,414,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85100,Nelamangala Toll Plaza,W,Lane5,FFXVH,CSQAY,55,00-01-1900 18:18,396,VC4,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85103,Nelamangala Toll Plaza,E,Lane8,YDRQA,JPSED,30,00-01-1900 23:19,371,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85108,Nelamangala Toll Plaza,E,Lane7,DMCTL,ZUBPE,30,00-01-1900 11:13,426,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85110,Nelamangala Toll Plaza,W,Lane1,XICQN,EIPXT,200,00-01-1900 12:13,422,VC7,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85112,Nelamangala Toll Plaza,E,Lane9,CHJTR,WZYBQ,320,00-01-1900 23:52,377,VC14,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85114,Nelamangala Toll Plaza,W,Lane5,JXZYJ,SPSDT,100,00-01-1900 07:22,394,VC5,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85122,Nelamangala Toll Plaza,E,Lane7,HNGRQ,YBRBP,55,00-01-1900 16:43,397,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85124,Nelamangala Toll Plaza,E,Lane8,UPIVH,CDWYX,55,00-01-1900 16:06,442,VC4,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85131,Nelamangala Toll Plaza,E,Lane7,TJWHN,HBDQP,30,00-01-1900 18:20,432,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85137,Nelamangala Toll Plaza,W,Lane5,RONNE,CLMCC,55,00-01-1900 12:04,417,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85140,Nelamangala Toll Plaza,E,Lane7,YODGS,PRRSB,320,00-01-1900 21:23,395,VC12,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85144,Nelamangala Toll Plaza,E,Lane7,EBAXR,QQFWK,55,00-01-1900 17:46,420,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85146,Nelamangala Toll Plaza,E,Lane9,XZRLE,YWFSY,55,00-01-1900 16:49,418,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85148,Nelamangala Toll Plaza,E,Lane9,UIBMI,PTQCM,55,00-01-1900 23:53,417,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85151,Nelamangala Toll Plaza,E,Lane7,VVJKN,JKSZL,55,00-01-1900 06:49,369,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85153,Nelamangala Toll Plaza,W,Lane2,WEXJG,RNTGE,55,00-01-1900 11:34,409,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85159,Nelamangala Toll Plaza,W,Lane1,PHDQM,XHVEV,55,00-01-1900 12:02,418,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85160,Nelamangala Toll Plaza,E,Lane8,ILKAU,UMSKE,55,00-01-1900 20:57,377,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85161,Nelamangala Toll Plaza,W,Lane2,TIXJP,YSQKL,55,00-01-1900 00:15,415,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85163,Nelamangala Toll Plaza,E,Lane10,AQCNE,LYPHF,55,00-01-1900 23:09,432,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85165,Nelamangala Toll Plaza,E,Lane9,RKWAK,WQMLY,100,00-01-1900 19:01,389,VC7,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85167,Nelamangala Toll Plaza,E,Lane7,BBSGR,UWNVY,30,00-01-1900 00:01,412,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85180,Nelamangala Toll Plaza,W,Lane1,LURKK,GMRMT,55,00-01-1900 18:08,7339,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85198,Nelamangala Toll Plaza,W,Lane4,SSBQT,RIYVQ,55,00-01-1900 18:30,386,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85203,Nelamangala Toll Plaza,E,Lane7,EQQUV,NNUSZ,30,00-01-1900 08:15,45472,VC20,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85208,Nelamangala Toll Plaza,E,Lane8,ZTWGW,WKNSX,55,00-01-1900 10:12,415,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85210,Nelamangala Toll Plaza,E,Lane8,WFAGN,GFMUI,55,00-01-1900 00:18,406,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85217,Nelamangala Toll Plaza,E,Lane9,PVFDS,TCTOF,55,00-01-1900 23:44,409,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85222,Nelamangala Toll Plaza,W,Lane2,WMFNQ,DJSLD,30,00-01-1900 23:09,17277,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85223,Nelamangala Toll Plaza,E,Lane7,WXNNQ,ECRMX,55,00-01-1900 17:46,415,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85232,Nelamangala Toll Plaza,E,Lane7,HZCDU,MTVHX,55,00-01-1900 19:46,367,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85234,Nelamangala Toll Plaza,W,Lane4,BZTAC,VWISY,55,00-01-1900 19:06,383,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85235,Nelamangala Toll Plaza,E,Lane9,EVJOF,WOXHH,100,00-01-1900 07:19,412,VC5,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85238,Nelamangala Toll Plaza,W,Lane1,NDVMJ,CTEXR,55,00-01-1900 23:31,389,VC20,T,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85249,Nelamangala Toll Plaza,W,Lane3,NWMGR,LQZUL,55,00-01-1900 03:28,421,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85253,Nelamangala Toll Plaza,E,Lane7,ZZLCH,YNCKY,30,00-01-1900 19:43,386,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
85258,Nelamangala Toll Plaza,E,Lane8,LRDEY,OBTVI,55,00-01-1900 15:38,386,VC4,F,"13.0924871,77.3944374",National,Bangalore Rural,Karnataka
