SlNo.,merchant_name,direction,lane,tag_id,vehicle_regn_number,txn_amount,initiated_time,inn_rr_time_sec,vehicle_class_code,vehicle_comvehicle,geocode,merchant_sub_type,city,state
241471,Kaniminike Toll Plaza,S,N9,QIOJM,ZZPEL,910,00-01-1900 06:37,58,VC12,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
241480,Kaniminike Toll Plaza,S,N7,YXTBI,OVZJN,85,00-01-1900 15:47,48,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241482,Kaniminike Toll Plaza,S,N8,XKNTV,OHAHB,170,00-01-1900 22:24,61,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241497,Kaniminike Toll Plaza,S,N7,TWMLO,OWOCH,170,00-01-1900 08:15,49,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241503,Kaniminike Toll Plaza,S,N4,EFMNP,FGJLC,275,00-01-1900 17:21,887,VC5,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
241504,Kaniminike Toll Plaza,S,N3,FEZQM,EZIFF,170,00-01-1900 13:10,50,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241507,Kaniminike Toll Plaza,S,N8,UACLI,NCTXX,170,00-01-1900 13:42,54,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241509,Kaniminike Toll Plaza,S,N11,ZHOLH,GRWXK,170,00-01-1900 08:42,49,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241510,Kaniminike Toll Plaza,S,N11,DZKVR,TJCRZ,170,00-01-1900 11:28,58,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241511,Kaniminike Toll Plaza,S,N4,JSWOU,FNCGH,140,00-01-1900 21:31,73,VC5,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
241515,Kaniminike Toll Plaza,S,N4,FUNTP,PISEO,170,00-01-1900 10:01,61,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241517,Kaniminike Toll Plaza,S,N8,DYWNB,HMSND,170,00-01-1900 09:42,43,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241521,Kaniminike Toll Plaza,S,N8,VENQA,EDWAI,170,00-01-1900 19:57,61,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241522,Kaniminike Toll Plaza,S,N4,KGRRL,LLSUZ,170,00-01-1900 09:40,62,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241529,Kaniminike Toll Plaza,S,N4,IPIGH,YIGKS,275,00-01-1900 16:47,62,VC20,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
241531,Kaniminike Toll Plaza,S,N7,GMPJU,OROMH,275,00-01-1900 08:09,53,VC9,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
241534,Kaniminike Toll Plaza,S,N6,RBTQG,SNQYX,170,00-01-1900 11:25,56,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241535,Kaniminike Toll Plaza,S,N4,AWCUJ,BWWDA,140,00-01-1900 10:43,51,VC20,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
241538,Kaniminike Toll Plaza,S,N7,BPRYZ,MQWGB,580,00-01-1900 13:42,75,VC7,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
241539,Kaniminike Toll Plaza,S,N4,AKALK,HJHOF,170,00-01-1900 09:37,60,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241543,Kaniminike Toll Plaza,S,N4,LIFCP,QNCGQ,170,00-01-1900 10:44,55,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241553,Kaniminike Toll Plaza,S,N8,NVSAD,RNCLP,170,00-01-1900 14:00,58,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241560,Kaniminike Toll Plaza,S,N7,CLIBB,BDEQX,910,00-01-1900 12:04,59,VC13,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
241570,Kaniminike Toll Plaza,S,N10,ZHOTX,VNQOI,170,00-01-1900 12:51,59,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241571,Kaniminike Toll Plaza,S,N9,XQSUD,YMUCH,85,00-01-1900 21:46,50,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241573,Kaniminike Toll Plaza,S,N4,LVGMJ,FKSOK,170,00-01-1900 12:52,43,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241590,Kaniminike Toll Plaza,S,N4,UYFJZ,EFNMH,170,00-01-1900 16:50,63,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241599,Kaniminike Toll Plaza,S,N4,EFMSD,TZKJV,85,00-01-1900 13:43,55,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241607,Kaniminike Toll Plaza,S,N4,WYUCC,DKYHX,85,00-01-1900 07:38,60,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241618,Kaniminike Toll Plaza,S,N11,VMEGU,FDMMJ,170,00-01-1900 15:55,54,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241621,Kaniminike Toll Plaza,S,N4,NPJHV,XVNEI,170,00-01-1900 12:49,42,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241622,Kaniminike Toll Plaza,S,N4,GPINW,GJNFE,170,00-01-1900 17:14,50,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241623,Kaniminike Toll Plaza,S,N11,NBXVZ,PTJKE,170,00-01-1900 17:28,60,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241628,Kaniminike Toll Plaza,S,N4,HHGWJ,DBUZL,170,00-01-1900 20:07,63,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241634,Kaniminike Toll Plaza,S,N8,EQHLT,IOUSI,170,00-01-1900 08:11,47,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241642,Kaniminike Toll Plaza,S,N9,OJSKW,OOVDF,170,00-01-1900 18:51,57,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241645,Kaniminike Toll Plaza,S,N8,OQAUG,ZXDHW,170,00-01-1900 17:23,261,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241646,Kaniminike Toll Plaza,S,N7,URXNF,HJEHC,170,00-01-1900 19:08,62,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241649,Kaniminike Toll Plaza,S,N8,IZQAL,MNCHS,170,00-01-1900 00:50,39,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241651,Kaniminike Toll Plaza,S,N7,OXDGO,UQPGE,170,00-01-1900 15:05,47,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
241655,Kaniminike Toll Plaza,S,N10,CUWNZ,IKVND,170,00-01-1900 21:07,49,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319900,Kaniminike Toll Plaza,S,N11,VYRNR,VRZEE,170,00-01-1900 11:36,49,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319918,Kaniminike Toll Plaza,S,N7,NWSRF,YEBEI,170,00-01-1900 07:06,62,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319921,Kaniminike Toll Plaza,S,N11,UKNRS,CHKMO,170,00-01-1900 10:34,58,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319922,Kaniminike Toll Plaza,S,N11,IPGXZ,PSWUY,170,00-01-1900 19:02,54,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319927,Kaniminike Toll Plaza,S,N8,WDVTS,RJFRT,170,00-01-1900 10:30,56,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319938,Kaniminike Toll Plaza,S,N3,WFSTE,USXNT,140,00-01-1900 03:08,49,VC5,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
319941,Kaniminike Toll Plaza,S,N6,AORYC,QJBIV,580,00-01-1900 06:48,56,VC7,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
319943,Kaniminike Toll Plaza,S,N3,DCARC,WFZSJ,85,00-01-1900 16:38,48,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319949,Kaniminike Toll Plaza,S,N7,GMQWT,HGBEI,580,00-01-1900 22:43,53,VC10,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
319953,Kaniminike Toll Plaza,S,N8,ZQLYG,XTQZP,290,00-01-1900 23:17,56,VC7,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
319955,Kaniminike Toll Plaza,S,N7,PBKMQ,PURNP,290,00-01-1900 20:17,59,VC7,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
319960,Kaniminike Toll Plaza,S,N3,TOHQC,ZVIPT,170,00-01-1900 12:59,82,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319961,Kaniminike Toll Plaza,S,N4,FCSEL,OJNMT,170,00-01-1900 20:36,62,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319962,Kaniminike Toll Plaza,S,N10,QCBBP,EOULE,170,00-01-1900 09:41,48,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319964,Kaniminike Toll Plaza,S,N7,WYKNV,WKLMF,635,00-01-1900 16:35,39,VC11,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
319966,Kaniminike Toll Plaza,S,N6,EAZMW,CHFHH,85,00-01-1900 17:18,63,VC4,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
319971,Kaniminike Toll Plaza,S,N8,ELVWX,JWRUT,85,00-01-1900 15:59,46,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319974,Kaniminike Toll Plaza,S,N9,GOQVF,XZLWL,170,00-01-1900 10:10,59,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319975,Kaniminike Toll Plaza,S,N7,JCPMZ,HKVLK,85,00-01-1900 15:54,61,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319979,Kaniminike Toll Plaza,S,N10,YTCEX,NESIM,170,00-01-1900 08:17,56,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319986,Kaniminike Toll Plaza,S,N7,KULTD,RUFHF,290,00-01-1900 22:19,60,VC7,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
319989,Kaniminike Toll Plaza,S,N3,EYULN,XAFTT,170,00-01-1900 09:18,63,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
319990,Kaniminike Toll Plaza,S,N7,DSQEF,HHKLL,170,00-01-1900 18:20,47,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320001,Kaniminike Toll Plaza,S,N6,SJHCL,POWXP,170,00-01-1900 12:29,51,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320002,Kaniminike Toll Plaza,S,N6,QBWEB,YKLFE,170,00-01-1900 17:21,661,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320013,Kaniminike Toll Plaza,S,N10,KFNFI,CUTLX,170,00-01-1900 08:16,45,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320016,Kaniminike Toll Plaza,S,N7,TKCXC,JSYLL,910,00-01-1900 14:50,56,VC13,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320018,Kaniminike Toll Plaza,S,N11,ZYLVC,AMWAF,170,00-01-1900 12:43,58,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320022,Kaniminike Toll Plaza,S,N7,CPTAQ,SLGCK,170,00-01-1900 07:30,63,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320025,Kaniminike Toll Plaza,S,N8,QYSUH,PJXJD,580,00-01-1900 15:26,49,VC7,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320030,Kaniminike Toll Plaza,S,N4,MTGUO,PXNAX,85,00-01-1900 18:38,63,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320034,Kaniminike Toll Plaza,S,N7,ISMQH,IPPSU,170,00-01-1900 12:46,63,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320038,Kaniminike Toll Plaza,S,N11,VGSJO,XRPGG,85,00-01-1900 08:21,41,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320040,Kaniminike Toll Plaza,S,N11,LWPSM,FGQPO,170,00-01-1900 07:39,47,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320042,Kaniminike Toll Plaza,S,N7,AHMCM,YJYCZ,85,00-01-1900 06:28,54,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320044,Kaniminike Toll Plaza,S,N11,CVGPC,JWEYI,170,00-01-1900 12:17,45,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320049,Kaniminike Toll Plaza,S,N3,LALLI,IOXXC,170,00-01-1900 17:23,299,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320052,Kaniminike Toll Plaza,S,N2,HSZXZ,ZPOAX,170,00-01-1900 16:40,58,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320067,Kaniminike Toll Plaza,S,N6,CHCLQ,RQAAA,580,00-01-1900 14:09,58,VC10,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320075,Kaniminike Toll Plaza,S,N7,TQHHP,VEOZJ,85,00-01-1900 18:37,57,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320078,Kaniminike Toll Plaza,S,N9,GMCFN,QKTJX,580,00-01-1900 08:44,56,VC7,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320080,Kaniminike Toll Plaza,S,N7,XJQKF,CNFOZ,85,00-01-1900 23:01,58,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320081,Kaniminike Toll Plaza,S,N6,GXLOH,TLERO,910,00-01-1900 02:52,39,VC12,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320088,Kaniminike Toll Plaza,S,N10,PBJCQ,CHBTF,170,00-01-1900 09:09,58,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320091,Kaniminike Toll Plaza,S,N7,MMFAS,MPERM,170,00-01-1900 11:02,48,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320092,Kaniminike Toll Plaza,S,N8,SNIIO,RJMDH,170,00-01-1900 10:44,59,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320105,Kaniminike Toll Plaza,S,N8,VXIIU,XJOTT,170,00-01-1900 15:27,58,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320117,Kaniminike Toll Plaza,S,N3,MTKBL,WVUJF,85,00-01-1900 21:54,45,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320121,Kaniminike Toll Plaza,S,N7,QOSBU,MMWFW,170,00-01-1900 08:12,37,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320123,Kaniminike Toll Plaza,S,N7,UVWUT,EWJCX,580,00-01-1900 08:11,61,VC10,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320140,Kaniminike Toll Plaza,S,N7,CAVXD,UXOBC,170,00-01-1900 00:16,43,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320141,Kaniminike Toll Plaza,S,N10,WHCJN,OCOXE,170,00-01-1900 15:31,50,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320143,Kaniminike Toll Plaza,S,N10,RLECB,HYAXI,170,00-01-1900 12:45,49,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320145,Kaniminike Toll Plaza,S,N7,NWPEZ,XXTIB,170,00-01-1900 06:40,54,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320150,Kaniminike Toll Plaza,S,N4,NWJMD,AQYPH,170,00-01-1900 10:22,45,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320159,Kaniminike Toll Plaza,S,N9,WRZIS,NWMJS,85,00-01-1900 16:37,60,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320160,Kaniminike Toll Plaza,S,N8,GOEZM,CRZTJ,170,00-01-1900 16:41,48,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320172,Kaniminike Toll Plaza,S,N7,LSYFY,UEYOO,170,00-01-1900 10:43,55,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320177,Kaniminike Toll Plaza,S,N7,AWVYZ,XDUCH,275,00-01-1900 13:29,56,VC5,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320180,Kaniminike Toll Plaza,S,N3,FBFWI,VGMRC,580,00-01-1900 15:31,63,VC10,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320183,Kaniminike Toll Plaza,S,N8,OKBFY,ILYMN,85,00-01-1900 21:27,54,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320187,Kaniminike Toll Plaza,S,N11,IXJDR,FQIXD,170,00-01-1900 16:42,46,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320189,Kaniminike Toll Plaza,S,N7,ZARHN,ZJEMQ,170,00-01-1900 12:45,62,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320191,Kaniminike Toll Plaza,S,N10,PVTWA,KPRRE,170,00-01-1900 08:05,58,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320196,Kaniminike Toll Plaza,S,N4,ZZIMU,DMOUZ,85,00-01-1900 21:09,53,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320199,Kaniminike Toll Plaza,S,N7,PGNEF,AFKKF,275,00-01-1900 06:19,49,VC5,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320204,Kaniminike Toll Plaza,S,N10,ZLPZR,NBCFO,170,00-01-1900 07:30,43,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320210,Kaniminike Toll Plaza,S,N4,LGRFY,AKKTZ,85,00-01-1900 18:47,56,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320218,Kaniminike Toll Plaza,S,N1,GKPBF,WOPVJ,170,00-01-1900 09:01,59,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320224,Kaniminike Toll Plaza,S,N10,LUTNN,CODIL,910,00-01-1900 13:55,41,VC14,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320229,Kaniminike Toll Plaza,S,N7,DQYNT,TPOSX,910,00-01-1900 20:59,53,VC12,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320232,Kaniminike Toll Plaza,S,N11,VKJVK,BLQAQ,170,00-01-1900 10:57,56,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320235,Kaniminike Toll Plaza,S,N4,NAYUW,FHYLW,170,00-01-1900 19:21,57,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320241,Kaniminike Toll Plaza,S,N4,MDCAD,RKICD,290,00-01-1900 14:27,44,VC10,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320245,Kaniminike Toll Plaza,S,N9,SIUVK,KBQPY,170,00-01-1900 20:35,51,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320258,Kaniminike Toll Plaza,S,N3,YUKDX,WEUWA,170,00-01-1900 15:22,58,VC4,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320283,Kaniminike Toll Plaza,S,N6,SQQHV,HLICE,170,00-01-1900 15:51,46,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320284,Kaniminike Toll Plaza,S,N9,QVGUA,JNVSD,170,00-01-1900 17:37,55,VC4,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320289,Kaniminike Toll Plaza,S,N3,AWTGM,UNTDA,170,00-01-1900 21:35,49,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320292,Kaniminike Toll Plaza,S,N10,IOMBJ,CHRJF,170,00-01-1900 23:10,55,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320297,Kaniminike Toll Plaza,S,N7,IYVTQ,OFMGZ,170,00-01-1900 21:40,50,VC4,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320298,Kaniminike Toll Plaza,S,N7,BVUFN,YXEZL,85,00-01-1900 11:05,55,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320306,Kaniminike Toll Plaza,S,N8,NMSFJ,KSFFN,85,00-01-1900 17:34,60,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320307,Kaniminike Toll Plaza,S,N9,MDCIB,PEPMN,170,00-01-1900 22:16,59,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320318,Kaniminike Toll Plaza,S,N7,VBWYK,CXVHY,170,00-01-1900 10:02,48,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320331,Kaniminike Toll Plaza,S,N7,XACKM,TIGRG,635,00-01-1900 01:10,54,VC11,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320333,Kaniminike Toll Plaza,S,N10,YMJPA,VJJCF,85,00-01-1900 10:21,46,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320337,Kaniminike Toll Plaza,S,N3,QJQZR,NBGSD,170,00-01-1900 09:39,45,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320339,Kaniminike Toll Plaza,S,N10,WBGJT,YRANB,580,00-01-1900 00:40,58,VC10,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320340,Kaniminike Toll Plaza,S,N4,WYHCQ,ZHKEA,170,00-01-1900 19:59,45,VC4,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320349,Kaniminike Toll Plaza,S,N4,QIOWJ,HEYTQ,580,00-01-1900 09:14,57,VC7,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320352,Kaniminike Toll Plaza,S,N10,WUQHI,QUISD,170,00-01-1900 17:58,49,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320353,Kaniminike Toll Plaza,S,N2,LQHVR,DIBZL,170,00-01-1900 13:57,49,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320357,Kaniminike Toll Plaza,S,N6,ULBRF,KSLNN,170,00-01-1900 13:14,57,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320358,Kaniminike Toll Plaza,S,N10,GDJJB,ABJEF,170,00-01-1900 13:04,57,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320359,Kaniminike Toll Plaza,S,N4,YABAG,HMKYN,170,00-01-1900 17:24,323,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320364,Kaniminike Toll Plaza,S,N10,QXSGH,FLFOO,85,00-01-1900 12:53,62,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320376,Kaniminike Toll Plaza,S,N10,MRGFT,UQIXP,170,00-01-1900 18:14,52,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320377,Kaniminike Toll Plaza,S,N7,MSFUE,JOIYK,275,00-01-1900 11:03,49,VC5,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320378,Kaniminike Toll Plaza,S,N10,LACGC,KMOSO,170,00-01-1900 11:20,60,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320382,Kaniminike Toll Plaza,S,N4,RIZWC,OXPRX,170,00-01-1900 16:24,60,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320383,Kaniminike Toll Plaza,S,N7,EJPCF,YXDVD,140,00-01-1900 14:20,60,VC5,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
320384,Kaniminike Toll Plaza,S,N2,LYXBC,HNIUJ,170,00-01-1900 09:22,52,VC4,F,"12.859600, 77.431110",National,Bengaluru,Karnataka
320389,Kaniminike Toll Plaza,S,N7,LGZKM,VTPUY,275,00-01-1900 21:45,58,VC20,T,"12.859600, 77.431110",National,Bengaluru,Karnataka
