SlNo.,merchant_name,direction,lane,tag_id,vehicle_regn_number,txn_amount,initiated_time,inn_rr_time_sec,vehicle_class_code,vehicle_comvehicle,geocode,merchant_sub_type,city,state
128,Bannerghatta Road (P2) Plaza,S,P2BX2,PSCFO,SCRVF,45,00-01-1900 01:18,141096,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
129,Bannerghatta Road (P2) Plaza,S,P2BX2,SYBDX,TICCT,225,00-01-1900 10:36,174,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
130,Bannerghatta Road (P2) Plaza,S,P2BX2,VKQWF,PMRZU,110,00-01-1900 00:16,184,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
134,Bannerghatta Road (P2) Plaza,S,P2BX2,NUZDQ,WTVRZ,405,00-01-1900 05:31,86,VC10,T,"12.850056,77.588333",State,Bengaluru,Karnataka
137,Bannerghatta Road (P2) Plaza,S,P2BX2,BGHES,XIMLD,45,00-01-1900 18:05,4709,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
138,Bannerghatta Road (P2) Plaza,S,P2BX2,EDUQM,HKOWF,45,00-01-1900 17:09,127709,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
141,Bannerghatta Road (P2) Plaza,S,P2BX2,YJBWQ,TZHOA,150,00-01-1900 16:57,128381,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
142,Bannerghatta Road (P2) Plaza,S,P2BX2,BCLQE,XLEQO,175,00-01-1900 16:57,121523,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
145,Bannerghatta Road (P2) Plaza,S,P2AX1,PPZNQ,NDEMY,60,00-01-1900 19:27,4334,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
146,Bannerghatta Road (P2) Plaza,S,P2BX2,THYMB,QLRZB,110,00-01-1900 14:45,9827,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
148,Bannerghatta Road (P2) Plaza,S,P2BX2,DCKOT,VVJHU,225,00-01-1900 08:22,81,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
150,Bannerghatta Road (P2) Plaza,S,P2AX1,LIVEI,HGCVB,60,00-01-1900 11:08,102705,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
163,Bannerghatta Road (P2) Plaza,S,P2BX1,WDLJP,MMAVZ,225,00-01-1900 12:32,119485,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
165,Bannerghatta Road (P2) Plaza,S,P2AX1,RXIJS,MTXWA,60,00-01-1900 22:04,233,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
168,Bannerghatta Road (P2) Plaza,S,P2AX1,OKOYW,WXIVX,60,00-01-1900 01:49,168123,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
169,Bannerghatta Road (P2) Plaza,S,P2AX1,WHQZQ,YYHJD,60,00-01-1900 16:05,101379,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
170,Bannerghatta Road (P2) Plaza,S,P2BX2,GXRKT,LFZMJ,225,00-01-1900 01:18,122,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
177,Bannerghatta Road (P2) Plaza,S,P2BX2,CCXGG,CIUMR,150,00-01-1900 09:51,127,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
179,Bannerghatta Road (P2) Plaza,S,P2BX2,PXNIL,OBWUE,225,00-01-1900 20:29,3660,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
180,Bannerghatta Road (P2) Plaza,S,P2AX1,XGGZZ,EEROE,60,00-01-1900 10:28,122,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
183,Bannerghatta Road (P2) Plaza,S,P2AX1,IKQDW,CLIRV,60,00-01-1900 22:30,137,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
184,Bannerghatta Road (P2) Plaza,S,P2AX1,ZDVCQ,UFCCZ,60,00-01-1900 20:11,3803,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
187,Bannerghatta Road (P2) Plaza,S,P2AX1,OEBFW,SRLTY,60,00-01-1900 14:46,9623,VC20,F,"12.850056,77.588333",State,Bengaluru,Karnataka
190,Bannerghatta Road (P2) Plaza,S,P2AX1,JVAJJ,WMXWH,60,00-01-1900 10:49,292,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
191,Bannerghatta Road (P2) Plaza,S,P2AX1,SOALR,RERWR,150,00-01-1900 01:08,130536,VC12,T,"12.850056,77.588333",State,Bengaluru,Karnataka
193,Bannerghatta Road (P2) Plaza,S,P2BX4,KZJJN,HWEYQ,110,00-01-1900 10:40,103,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
195,Bannerghatta Road (P2) Plaza,S,P2AX1,GWATK,WOMNJ,115,00-01-1900 06:30,196,VC10,T,"12.850056,77.588333",State,Bengaluru,Karnataka
197,Bannerghatta Road (P2) Plaza,S,P2BX2,PYDAF,RFNAZ,110,00-01-1900 18:26,4678,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
210,Bannerghatta Road (P2) Plaza,S,P2BX2,VUBFK,SSYJV,175,00-01-1900 20:41,3504,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
212,Bannerghatta Road (P2) Plaza,S,P2BX2,QRYNI,NGGRI,110,00-01-1900 09:20,146,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
216,Bannerghatta Road (P2) Plaza,S,P2AX1,SLFFL,HOGNI,60,00-01-1900 11:13,489,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
217,Bannerghatta Road (P2) Plaza,S,P2BX1,JMJTF,ZFGDZ,45,00-01-1900 02:31,104012,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
218,Bannerghatta Road (P2) Plaza,S,P2BX1,GLIVW,OFMNH,225,00-01-1900 18:37,4570,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
221,Bannerghatta Road (P2) Plaza,S,P2AX1,HSDPM,XIGAW,60,00-01-1900 19:39,4163,VC4,T,"12.850056,77.588333",State,Bengaluru,Karnataka
223,Bannerghatta Road (P2) Plaza,S,P2BX4,RMUQT,SQYES,425,00-01-1900 09:06,182,VC11,T,"12.850056,77.588333",State,Bengaluru,Karnataka
224,Bannerghatta Road (P2) Plaza,S,P2AX1,MXRZP,EHFEH,125,00-01-1900 11:00,110,VC11,T,"12.850056,77.588333",State,Bengaluru,Karnataka
226,Bannerghatta Road (P2) Plaza,S,P2AX1,VIIKJ,BBVEJ,60,00-01-1900 13:45,130662,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
227,Bannerghatta Road (P2) Plaza,S,P2BX2,HYWWF,DQBYT,390,00-01-1900 08:40,4934,VC12,T,"12.850056,77.588333",State,Bengaluru,Karnataka
228,Bannerghatta Road (P2) Plaza,S,P2BX2,XUDJK,ZAOBH,45,00-01-1900 02:28,117286,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
229,Bannerghatta Road (P2) Plaza,S,P2BX4,QDJOK,SLIVW,110,00-01-1900 14:19,11563,VC20,T,"12.850056,77.588333",State,Bengaluru,Karnataka
232,Bannerghatta Road (P2) Plaza,S,P2BX1,DDCKX,BSJPR,225,00-01-1900 14:13,55344,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
234,Bannerghatta Road (P2) Plaza,S,P2AX1,RFVTK,KZPOB,65,00-01-1900 18:33,4627,VC9,T,"12.850056,77.588333",State,Bengaluru,Karnataka
236,Bannerghatta Road (P2) Plaza,S,P2BX4,JKZQW,MVUAP,150,00-01-1900 14:14,11292,VC20,T,"12.850056,77.588333",State,Bengaluru,Karnataka
240,Bannerghatta Road (P2) Plaza,S,P2BX4,UANSN,RBKAA,150,00-01-1900 10:30,180,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
242,Bannerghatta Road (P2) Plaza,S,P2BX2,YNOQQ,ODCQV,110,00-01-1900 00:36,198,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
244,Bannerghatta Road (P2) Plaza,S,P2BX2,UMISA,VZEOS,150,00-01-1900 02:10,147744,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
246,Bannerghatta Road (P2) Plaza,S,P2BX1,OIADE,SNCXE,55,00-01-1900 01:00,133783,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
248,Bannerghatta Road (P2) Plaza,S,P2AX1,ACVYJ,RZDEH,60,00-01-1900 18:11,4675,VC20,T,"12.850056,77.588333",State,Bengaluru,Karnataka
250,Bannerghatta Road (P2) Plaza,S,P2BX1,OHUYK,GBEGH,110,00-01-1900 17:27,5677,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
252,Bannerghatta Road (P2) Plaza,S,P2BX4,OXVIT,YCNJQ,225,00-01-1900 19:23,4290,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
255,Bannerghatta Road (P2) Plaza,S,P2BX2,BFYOL,NZIBF,110,00-01-1900 02:16,138883,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
256,Bannerghatta Road (P2) Plaza,S,P2AX1,XOIFC,YGUWG,60,00-01-1900 15:57,7304,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
259,Bannerghatta Road (P2) Plaza,S,P2BX2,GTOIH,LSYXI,45,00-01-1900 10:08,83058,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
284,Bannerghatta Road (P2) Plaza,S,P2BX2,YOXZI,HGTXK,110,00-01-1900 14:43,10258,VC4,T,"12.850056,77.588333",State,Bengaluru,Karnataka
286,Bannerghatta Road (P2) Plaza,S,P2BX1,MKRZB,KQDCX,150,00-01-1900 22:46,100,VC9,T,"12.850056,77.588333",State,Bengaluru,Karnataka
292,Bannerghatta Road (P2) Plaza,S,P2BX2,PDUJM,XYPPD,225,00-01-1900 02:24,98395,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
295,Bannerghatta Road (P2) Plaza,S,P2BX2,MSVAQ,WMYTB,195,00-01-1900 22:28,150,VC11,T,"12.850056,77.588333",State,Bengaluru,Karnataka
296,Bannerghatta Road (P2) Plaza,S,P2AX1,XEKLH,JACKB,60,00-01-1900 14:52,9538,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
297,Bannerghatta Road (P2) Plaza,S,P2BX1,SBTWD,NZGNC,250,00-01-1900 01:06,145235,VC12,T,"12.850056,77.588333",State,Bengaluru,Karnataka
300,Bannerghatta Road (P2) Plaza,S,P2AX1,RJYQL,LOVDE,60,00-01-1900 13:49,76872,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
302,Bannerghatta Road (P2) Plaza,S,P2AX1,BIIXG,QLSMC,170,00-01-1900 18:20,4777,VC7,T,"12.850056,77.588333",State,Bengaluru,Karnataka
303,Bannerghatta Road (P2) Plaza,S,P2BX2,VWDDH,YUFGJ,110,00-01-1900 20:53,3394,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
304,Bannerghatta Road (P2) Plaza,S,P2AX1,UOKPS,NDCVN,65,00-01-1900 20:53,3191,VC5,T,"12.850056,77.588333",State,Bengaluru,Karnataka
305,Bannerghatta Road (P2) Plaza,S,P2BX2,QXLSP,FZWLW,615,00-01-1900 15:42,7658,VC7,T,"12.850056,77.588333",State,Bengaluru,Karnataka
306,Bannerghatta Road (P2) Plaza,S,P2AX1,TCNDM,RIOEB,60,00-01-1900 17:37,5526,VC4,T,"12.850056,77.588333",State,Bengaluru,Karnataka
308,Bannerghatta Road (P2) Plaza,S,P2BX2,XVKYE,LAKNE,110,00-01-1900 16:01,7126,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
311,Bannerghatta Road (P2) Plaza,S,P2AX1,PDWUI,RDWSP,60,00-01-1900 08:04,149,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
312,Bannerghatta Road (P2) Plaza,S,P2BX1,OTJAR,YCFDV,225,00-01-1900 17:07,6193,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
317,Bannerghatta Road (P2) Plaza,S,P2BX4,SMRFV,GKMFN,240,00-01-1900 14:24,11030,VC5,T,"12.850056,77.588333",State,Bengaluru,Karnataka
318,Bannerghatta Road (P2) Plaza,S,P2BX2,EURCR,HEEBA,240,00-01-1900 06:59,109,VC5,T,"12.850056,77.588333",State,Bengaluru,Karnataka
320,Bannerghatta Road (P2) Plaza,S,P2BX1,WNNQE,WMKRT,190,00-01-1900 16:46,98504,VC5,T,"12.850056,77.588333",State,Bengaluru,Karnataka
321,Bannerghatta Road (P2) Plaza,S,P2BX1,RHWRT,YGFNO,240,00-01-1900 16:18,109696,VC5,T,"12.850056,77.588333",State,Bengaluru,Karnataka
323,Bannerghatta Road (P2) Plaza,S,P2BX2,FWQVA,WJDOW,45,00-01-1900 20:31,3603,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
324,Bannerghatta Road (P2) Plaza,S,P2BX1,ZWVEW,XLWQM,175,00-01-1900 17:58,4850,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
325,Bannerghatta Road (P2) Plaza,S,P2AX1,KMQBV,NEGXW,60,00-01-1900 13:49,135429,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
326,Bannerghatta Road (P2) Plaza,S,P2BX2,HXMNU,TWZUS,145,00-01-1900 15:34,7608,VC11,T,"12.850056,77.588333",State,Bengaluru,Karnataka
327,Bannerghatta Road (P2) Plaza,S,P2AX1,BKEAS,AOVUK,60,00-01-1900 21:01,3128,VC4,T,"12.850056,77.588333",State,Bengaluru,Karnataka
329,Bannerghatta Road (P2) Plaza,S,P2AX1,PIKMX,VGKPC,125,00-01-1900 15:47,7471,VC11,T,"12.850056,77.588333",State,Bengaluru,Karnataka
330,Bannerghatta Road (P2) Plaza,S,P2AX1,LIUPH,EFINB,60,00-01-1900 14:13,75453,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
335,Bannerghatta Road (P2) Plaza,S,P2AX1,IVXSA,GLYWX,60,00-01-1900 17:37,5466,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
337,Bannerghatta Road (P2) Plaza,S,P2BX1,TCKNR,COYXJ,225,00-01-1900 01:29,102931,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
338,Bannerghatta Road (P2) Plaza,S,P2BX1,ZORUH,UIRRG,225,00-01-1900 01:12,108905,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
343,Bannerghatta Road (P2) Plaza,S,P2BX2,BVVBZ,DEIQC,225,00-01-1900 01:50,173259,VC20,T,"12.850056,77.588333",State,Bengaluru,Karnataka
344,Bannerghatta Road (P2) Plaza,S,P2AX1,HBOBI,OHCUL,60,00-01-1900 13:09,70355,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
345,Bannerghatta Road (P2) Plaza,S,P2AX1,EELWJ,RDJPY,60,00-01-1900 14:14,54868,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
347,Bannerghatta Road (P2) Plaza,S,P2BX2,QHJUO,XUKOU,150,00-01-1900 17:15,6047,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
353,Bannerghatta Road (P2) Plaza,S,P2AX1,CQURZ,MVPID,60,00-01-1900 17:03,6210,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
360,Bannerghatta Road (P2) Plaza,S,P2BX1,ZAKCA,JZIOA,175,00-01-1900 00:12,114921,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
361,Bannerghatta Road (P2) Plaza,S,P2BX2,RQSRY,BMNRN,110,00-01-1900 08:02,140,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
362,Bannerghatta Road (P2) Plaza,S,P2BX1,HBZUG,LNDZO,110,00-01-1900 01:38,105640,VC20,T,"12.850056,77.588333",State,Bengaluru,Karnataka
363,Bannerghatta Road (P2) Plaza,S,P2BX2,IUGLC,QFCZI,150,00-01-1900 21:54,838,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
365,Bannerghatta Road (P2) Plaza,S,P2BX1,QRCKJ,UFNRJ,190,00-01-1900 23:56,3086,VC5,T,"12.850056,77.588333",State,Bengaluru,Karnataka
366,Bannerghatta Road (P2) Plaza,S,P2AX1,UMRAM,RWGDZ,60,00-01-1900 16:41,6444,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
367,Bannerghatta Road (P2) Plaza,S,P2AX1,UVJAI,ZSIJJ,125,00-01-1900 00:53,102456,VC11,T,"12.850056,77.588333",State,Bengaluru,Karnataka
368,Bannerghatta Road (P2) Plaza,S,P2BX1,MZWUX,LXFHM,45,00-01-1900 16:15,78383,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
370,Bannerghatta Road (P2) Plaza,S,P2BX4,RSUKW,DOBIN,110,00-01-1900 14:49,9419,VC20,T,"12.850056,77.588333",State,Bengaluru,Karnataka
371,Bannerghatta Road (P2) Plaza,S,P2BX1,KTTEV,MERYT,225,00-01-1900 16:09,74006,VC4,T,"12.850056,77.588333",State,Bengaluru,Karnataka
373,Bannerghatta Road (P2) Plaza,S,P2BX1,XAAZK,AYEDQ,45,00-01-1900 16:45,101035,VC4,F,"12.850056,77.588333",State,Bengaluru,Karnataka
